Código do Município,Nome do Município_x,Código da Escola,Nome da Escola,Rede,ano,MT_5o,IDEB_5o,MT_9o,IDEB_9o,cactus,Código da CREDE,CREDE,Escola,Proficiência Média,Desvio Padrão,Indicação do Padrão de Desempenho,Muito Crítico,Crítico,Intermediário,Adequado,Alunos Previstos,Alunos Efetivos,Percentual de Participação,Taxa de Participação,Proficiência Padronizada,Fator de Ajuste,Número de Alunos no Muito Crítico,Número de Alunos no Crítico,Número de Alunos no Intermediário,Número de Alunos no Adequado,IDE EF MT,IDE Médio EF
2302909,Capistrano,23054280,Nossa Senhora De Lourdes Eef,Municipal,2017,214.16,6,NA,NA,cactus19,8,BATURITE,NOSSA SENHORA DE LOURDES EEF,241.334456526032,24.558460231724499,Crítico,33.3333333333333,66.6666666666667,0,0,6,6,100,1,3.31672282630162,0.41666666666666702,2,4,0,0,1.38196784429234,2.2496961559401698
2302909,Capistrano,23054280,Nossa Senhora De Lourdes Eef,Municipal,2019,195.06,5,241.98,4.5,cactus19,8,BATURITE,NOSSA SENHORA DE LOURDES EEF,222.20889494168199,28.617684934055699,Muito Crítico,56.521739130434803,39.130434782608702,4.3478260869565197,0,23,23,100,1,2.3604447470840801,0.36956521739130399,13,9,1,0,0.872338276096289,1.5862983705892499
2302909,Capistrano,23054328,Marieta Cals Eef,Municipal,2017,222.05,5.7,243.43,4.7,cactus19,8,BATURITE,MARIETA CALS EEF,228.35373369327101,40.163994808269102,Crítico,49.056603773584897,37.735849056603797,13.207547169811299,0,54,53,98.148148148148195,0.98148148148148195,2.6676866846635399,0.410377358490566,26,20,7,0,1.0744849146561499,1.92161213099787
2302909,Capistrano,23054328,Marieta Cals Eef,Municipal,2019,216.32,5.7,234.21,4.2,cactus19,8,BATURITE,MARIETA CALS EEF,235.750403091751,46.899443787662499,Crítico,50,25.862068965517199,22.413793103448299,1.72413793103448,58,58,100,1,3.0375201545875501,0.43965517241379298,29,15,13,1,1.3354614472755599,2.1487256266427801
2302909,Capistrano,23054352,Raimundo Alves Cassemiro Eef,Municipal,2017,226.01,6.2,259.23,5.2,cactus19,8,BATURITE,RAIMUNDO ALVES CASSEMIRO EEF,247.66406280329201,36.484640828837797,Crítico,33.3333333333333,36.363636363636402,30.303030303030301,0,33,33,100,1,3.6332031401646199,0.49242424242424199,11,12,10,0,1.78907730386894,2.7297199671596002
2302909,Capistrano,23054352,Raimundo Alves Cassemiro Eef,Municipal,2019,253.66,6.8,285.75,6,cactus19,8,BATURITE,RAIMUNDO ALVES CASSEMIRO EEF,296.79805131578001,33.967979916935597,Intermediário,4.5454545454545503,22.727272727272702,50,22.727272727272702,21,22,104.761904761905,1,6.0899025657890196,0.72727272727272696,1,5,11,5,4.42902004784656,4.2092643333462503
2302909,Capistrano,23197951,Fernando Cavalcante Mota Eef,Municipal,2017,230.3,6.4,225.09,4.3,cactus19,8,BATURITE,FERNANDO CAVALCANTE MOTA EEF,230.52702983594901,35.795033730544098,Crítico,43.75,45.8333333333333,8.3333333333333304,2.0833333333333299,47,48,102.127659574468,1,2.7763514917974699,0.421875,21,22,4,1,1.17127328560206,1.60078904638509
2302909,Capistrano,23197951,Fernando Cavalcante Mota Eef,Municipal,2019,214.2,5.6,254.03,5,cactus19,8,BATURITE,FERNANDO CAVALCANTE MOTA EEF,244.85743896727701,44.076812686927198,Crítico,35.185185185185198,38.8888888888889,18.518518518518501,7.4074074074074101,53,54,101.88679245282999,1,3.4928719483638302,0.49537037037037002,19,21,10,4,1.7302652707172701,2.4716394588947499
2302909,Capistrano,23269723,Coronel Francisco Nunes Cavalcante Eef,Municipal,2017,194.24,4.8,235.29,3.9,cactus19,8,BATURITE,CORONEL FRANCISCO NUNES CAVALCANTE EEF,229.297682516111,37.7094281046232,Crítico,58.064516129032299,29.0322580645161,9.67741935483871,3.2258064516128999,30,31,103.333333333333,1,2.7148841258055301,0.39516129032258102,18,9,3,1,1.0728171142295999,1.66900214335521
2302909,Capistrano,23269723,Coronel Francisco Nunes Cavalcante Eef,Municipal,2019,198.04,5.2,249.73,4.7,cactus19,8,BATURITE,CORONEL FRANCISCO NUNES CAVALCANTE EEF,249.78181550862999,42.608183267255797,Crítico,24.324324324324301,59.459459459459502,8.1081081081081106,8.1081081081081106,37,37,100,1,3.7390907754315101,0.5,9,22,3,3,1.86954538771576,2.4388711890083301
2303006,Caridade,23049359,Artur Salvino Eeif,Municipal,2017,257.68,6.5,223.16,4.3,não cactus,7,CANINDE,ARTUR SALVINO EEIF,228.38955118430499,26.182567527434401,Crítico,54.545454545454497,36.363636363636402,9.0909090909090899,0,11,11,100,1,2.66947755921524,0.38636363636363602,6,4,1,0,1.0313890569695201,2.7251109884609601
2303006,Caridade,23049359,Artur Salvino Eeif,Municipal,2019,307.37,7.9,269.12,5.7,não cactus,7,CANINDE,ARTUR SALVINO EEIF,258.68842815415098,38.213748643725097,Crítico,26.6666666666667,33.3333333333333,40,0,15,15,100,1,4.1844214077075703,0.53333333333333299,4,5,6,0,2.2316914174440399,3.4910051076826298
2303006,Caridade,23049456,Eeif Francisco De Moura Barros,Municipal,2017,211.26,5.3,250.49,4.8,não cactus,7,CANINDE,EEIF FRANCISCO DE MOURA BARROS,247.78622204903201,40.696965853202599,Crítico,41.6666666666667,37.5,12.5,8.3333333333333304,23,24,104.347826086957,1,3.6393111024515998,0.46875,10,9,3,2,1.7059270792741901,2.5820632311476901
2303006,Caridade,23049456,Eeif Francisco De Moura Barros,Municipal,2019,224.29,5.8,249.39,4.6,não cactus,7,CANINDE,EEIF FRANCISCO DE MOURA BARROS,264.43324713646098,43.2549058225257,Crítico,12.5,50,31.25,6.25,33,32,96.969696969696997,0.96969696969696995,4.4716623568230398,0.578125,4,16,10,2,2.5068410182189802,3.32307768480515
2303006,Caridade,23049464,Francisco De Pinho Pessoa Eeif,Municipal,2017,195.82,5.1,239.88,4.5,não cactus,7,CANINDE,FRANCISCO DE PINHO PESSOA EEIF,280.99243548988898,27.441105799038599,Intermediário,0,38.8888888888889,44.4444444444444,16.6666666666667,18,18,100,1,5.2996217744944403,0.69444444444444398,0,7,8,3,3.6802928989544701,3.4348528456023999
2303006,Caridade,23049464,Francisco De Pinho Pessoa Eeif,Municipal,2019,NA,NA,235.78,4.8,não cactus,7,CANINDE,FRANCISCO DE PINHO PESSOA EEIF,306.02151387792799,42.199865620028099,Intermediário,7.6923076923076898,7.6923076923076898,46.153846153846203,38.461538461538503,13,13,100,1,6.5510756938963901,0.78846153846153799,1,1,6,5,5.1652712201875399,5.7733028913692896
2303006,Caridade,23049880,Carmozina Bittencourt De Pinho Eef,Municipal,2017,215.38,5.2,264.63,4.8,não cactus,7,CANINDE,CARMOZINA BITTENCOURT DE PINHO EEF,255.98286001355299,49.7098498572621,Crítico,32.075471698113198,34.905660377358501,23.584905660377402,9.4339622641509404,107,106,99.065420560747697,0.99065420560747697,4.0491430006776303,0.52594339622641495,34,37,25,10,2.1097170307269,3.0511627813326001
2303006,Caridade,23049880,Carmozina Bittencourt De Pinho Eef,Municipal,2019,220.57,5.6,257.33,5.3,não cactus,7,CANINDE,CARMOZINA BITTENCOURT DE PINHO EEF,259.57902715306801,44.672170342140198,Crítico,26.530612244897998,42.857142857142897,23.469387755102002,7.1428571428571397,95,98,103.157894736842,1,4.2289513576533801,0.52806122448979598,26,42,23,7,2.2331452322302301,3.1222176235209602
2303006,Caridade,23049979,Virgilio Tavora Senador Eef,Municipal,2017,251.76,6.4,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303006,Caridade,23049979,Virgilio Tavora Senador Eef,Municipal,2019,217.75,5.5,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303006,Caridade,23221100,Eneas Honorio Abreu Eeif,Municipal,2017,197.7,5.1,NA,NA,não cactus,7,CANINDE,ENEAS HONORIO ABREU EEIF,242.313995655566,28.834927140899499,Crítico,40,30,30,0,10,10,100,1,3.3656997827783099,0.47499999999999998,4,3,3,0,1.5987073968197001,2.2280024110080601
2303006,Caridade,23221100,Eneas Honorio Abreu Eeif,Municipal,2019,NA,NA,225.36,4.1,não cactus,7,CANINDE,ENEAS HONORIO ABREU EEIF,245.58523430667401,49.569686155377603,Crítico,38.461538461538503,38.461538461538503,15.384615384615399,7.6923076923076898,13,13,100,1,3.5292617153337198,0.480769230769231,5,5,2,1,1.6967604400642899,1.8507613996611001
2303006,Caridade,23227990,Isaias Marques Eef,Municipal,2017,227.21,5.7,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303006,Caridade,23227990,Isaias Marques Eef,Municipal,2019,197.52,4.5,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23017791,Adauta Mocinha Barros Rocha Eeief,Municipal,2017,301.83,8.8,258.1,5.2,não cactus,6,SOBRAL,ADAUTA MOCINHA BARROS ROCHA EEIEF,268.44285596237199,51.321740393762397,Crítico,16.6666666666667,40,26.6666666666667,16.6666666666667,30,30,100,1,4.6721427981185997,0.60833333333333295,5,12,8,5,2.8422202021888201,3.5747599481929799
2303105,Cariré,23017791,Adauta Mocinha Barros Rocha Eeief,Municipal,2019,236.26,6.6,267.66,5.5,não cactus,6,SOBRAL,ADAUTA MOCINHA BARROS ROCHA EEIEF,291.036065018567,57.891495099613998,Intermediário,14.285714285714301,28.571428571428601,19.047619047619001,38.095238095238102,21,21,100,1,5.8018032509283399,0.702380952380952,3,6,4,8,4.0750760929139496,4.4236077427068903
2303105,Cariré,23017813,Eeief Monsenhor Antonio Candido De Melo,Municipal,2017,287,8.4,264.37,5.5,não cactus,6,SOBRAL,ANTONIO CANDIDO DE MELO EEIEF MONSENHOR,280.14282863399802,46.327503596386499,Intermediário,15.384615384615399,15.384615384615399,61.538461538461497,7.6923076923076898,13,13,100,1,5.2571414316999103,0.65384615384615397,2,2,8,1,3.4373617053422501,4.3449953767142304
2303105,Cariré,23017813,Eeief Monsenhor Antonio Candido De Melo,Municipal,2019,NA,NA,NA,NA,não cactus,6,SOBRAL,EEIEF MONSENHOR ANTONIO CANDIDO DE MELO,308.86718845189102,52.534990711857297,Intermediário,12.5,12.5,37.5,37.5,8,8,100,1,6.6933594225945301,0.75,1,1,3,3,5.0200195669458996,6.9075411400676598
2303105,Cariré,23017899,Eeief Tenente Avelino Gomes,Municipal,2017,262.57,7.5,NA,NA,não cactus,6,SOBRAL,EEIEF TENENTE AVELINO GOMES,332.48603363543901,55.424632038477696,Adequado,0,14.285714285714301,14.285714285714301,71.428571428571402,7,7,100,1,7.8743016817719704,0.89285714285714302,0,1,1,5,7.0306265015821197,6.8257650783078603
2303105,Cariré,23017899,Eeief Tenente Avelino Gomes,Municipal,2019,NA,NA,284.16,5.8,não cactus,6,SOBRAL,EEIEF TENENTE AVELINO GOMES,292.87875933653498,73.023434935679902,Intermediário,27.272727272727298,18.181818181818201,0,54.545454545454497,11,11,100,1,5.8939379668267602,0.70454545454545503,3,2,0,6,4.1525472039006699,4.4293654474654804
2303105,Cariré,23017937,Eeief Evangelina Feijao,Municipal,2017,NA,NA,254.65,4.8,não cactus,6,SOBRAL,EVANGELINA FEIJAO EEIEF,304.93714658548402,76.355770462898903,Intermediário,11.1111111111111,22.2222222222222,11.1111111111111,55.5555555555556,17,18,105.88235294117599,1,6.4968573292741896,0.77777777777777801,2,4,2,10,5.0531112561021496,4.8847564672705603
2303105,Cariré,23017937,Eeief Evangelina Feijao,Municipal,2019,249.26,7.1,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23018011,Inacia Rodrigues Moreira Eeief,Municipal,2017,NA,NA,301.78,5.9,não cactus,6,SOBRAL,INACIA RODRIGUES MOREIRA EEIEF,361.86101086868899,40.728846174863598,Adequado,0,11.1111111111111,0,88.8888888888889,18,18,100,1,9.34305054343446,0.94444444444444398,0,2,0,16,8.82399217991032,7.5501002145640896
2303105,Cariré,23018011,Inacia Rodrigues Moreira Eeief,Municipal,2019,NA,NA,283.8,6,não cactus,6,SOBRAL,INACIA RODRIGUES MOREIRA EEIEF,363.55832362029599,40.266842392417701,Adequado,0,0,13.3333333333333,86.6666666666667,15,15,100,1,9.4279161810147905,0.96666666666666701,0,0,2,13,9.1136523083142897,8.4780718132167898
2303105,Cariré,23018020,Eef Coronel Joao Fernandes,Municipal,2017,NA,NA,284.62,5.7,não cactus,6,SOBRAL,JOAO FERNANDES EEIEF CORONEL,308.94350942563801,47.843138012645902,Intermediário,12.5,6.25,25,56.25,16,16,100,1,6.6971754712819198,0.8125,2,1,4,9,5.4414550704165601,5.7618046155888996
2303105,Cariré,23018020,Eef Coronel Joao Fernandes,Municipal,2019,218.34,5.6,NA,NA,não cactus,6,SOBRAL,EEF CORONEL JOAO FERNANDES,336.13955098199801,40.066853628314,Adequado,0,0,33.3333333333333,66.6666666666667,9,9,100,1,8.0569775490999103,0.91666666666666696,0,0,3,6,7.3855627533415804,7.2764632959390303
2303105,Cariré,23018054,Eeief Lucas Rodrigues De Brito,Municipal,2017,NA,NA,264.32,5.3,não cactus,6,SOBRAL,LUCAS RODRIGUES DE BRITO EEIEF,305.59046086437201,62.7623419133539,Intermediário,11.764705882352899,17.647058823529399,17.647058823529399,52.941176470588204,17,17,100,1,6.52952304321862,0.77941176470588203,2,3,3,9,5.0891870778027499,5.4170252948859599
2303105,Cariré,23018054,Eeief Lucas Rodrigues De Brito,Municipal,2019,NA,NA,279.64,6,não cactus,6,SOBRAL,EEIEF LUCAS RODRIGUES DE BRITO,349.68172569164801,34.175655454694798,Adequado,0,9.0909090909090899,9.0909090909090899,81.818181818181799,11,11,100,1,8.7340862845823892,0.93181818181818199,0,1,1,9,8.1385804015426793,8.8315880918703993
2303105,Cariré,23018232,Maria Jose Rodrigues Ponte Eeief Dona,Municipal,2017,NA,NA,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23018232,Maria Jose Rodrigues Ponte Eeief Dona,Municipal,2019,NA,NA,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23018240,Eeief Jose Patrocinio Braga,Municipal,2017,259.1,7.4,NA,NA,não cactus,6,SOBRAL,JOSE PATROCINIO BRAGA EEIEF,254.379012565327,62.176484433572298,Crítico,42.857142857142897,28.571428571428601,14.285714285714301,14.285714285714301,7,7,100,1,3.96895062826633,0.5,3,2,1,1,1.9844753141331599,3.5326964467803799
2303105,Cariré,23018240,Eeief Jose Patrocinio Braga,Municipal,2019,NA,NA,261.44,5.4,não cactus,6,SOBRAL,EEIEF JOSE PATROCINIO BRAGA,290.56740917989498,35.274557979287302,Intermediário,5.5555555555555598,38.8888888888889,44.4444444444444,11.1111111111111,18,18,100,1,5.7783704589947504,0.65277777777777801,1,7,8,2,3.7719918273993498,4.8211728439365702
2303105,Cariré,23018259,Eeief Filinto Aguiar,Municipal,2017,NA,NA,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23018259,Eeief Filinto Aguiar,Municipal,2019,247.98,6.7,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23264837,Eeief Maria Marlene Feitosa De Paiva,Municipal,2017,263.91,7.8,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23264837,Eeief Maria Marlene Feitosa De Paiva,Municipal,2019,NA,NA,249.89,4.6,não cactus,6,SOBRAL,EEIEF MARIA MARLENE FEITOSA DE PAIVA,342.95977644386602,28.0549873362665,Adequado,0,0,22.727272727272702,77.272727272727295,22,22,100,1,8.3979888221932999,0.94318181818181801,0,0,5,17,7.92083036638686,8.6913143025291699
2303105,Cariré,23268468,Francisco Herminio Ponte Eef,Municipal,2017,256.35,7.2,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23268468,Francisco Herminio Ponte Eef,Municipal,2019,242.37,6.8,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303105,Cariré,23268476,Cefisa Aguiar Eef,Municipal,2017,NA,NA,268.77,5,não cactus,6,SOBRAL,CEFISA AGUIAR EEF,279.27407241806401,55.193145038369899,Intermediário,20.353982300885001,25.663716814159301,31.858407079646,22.123893805309699,112,113,100.892857142857,1,5.2137036209032104,0.63938053097345104,23,29,36,25,3.3335405894712999,4.0128586055961497
2303105,Cariré,23268476,Cefisa Aguiar Eef,Municipal,2019,NA,NA,282.97,5.5,não cactus,6,SOBRAL,CEFISA AGUIAR EEF,278.62465593895399,47.997327374124303,Intermediário,13.0952380952381,40.476190476190503,29.761904761904798,16.6666666666667,83,84,101.204819277108,1,5.1812327969476897,0.625,11,34,25,14,3.23827049809231,3.89083615191233
2303105,Cariré,23331216,Eeief Mariana Franca De Sousa,Municipal,2017,294.37,8.2,NA,NA,não cactus,6,SOBRAL,MARIANA FRANCA DE SOUSA EEIEF,289.76253404081803,37.750629555372598,Intermediário,12.5,12.5,62.5,12.5,8,8,100,1,5.7381267020409101,0.6875,1,1,5,1,3.9449621076531201,6.43400731114893
2303105,Cariré,23331216,Eeief Mariana Franca De Sousa,Municipal,2019,NA,NA,NA,NA,não cactus,6,SOBRAL,EEIEF MARIANA FRANCA DE SOUSA,332.36413725906101,8.2909929782645708,Adequado,0,0,40,60,5,5,100,1,7.8682068629530297,0.9,0,0,2,3,7.0813861766577304,7.5005107951920804
2303204,Caririaçu,23155990,Antonio Francisco Calixto Eef,Municipal,2017,209.77,5.5,284.37,5.7,não cactus,19,JUAZEIRO DO NORTE,ANTONIO FRANCISCO CALIXTO EEF,275.67330657552299,58.835755453223697,Intermediário,23.529411764705898,11.764705882352899,47.058823529411796,17.647058823529399,16,17,106.25,1,5.0336653287761397,0.64705882352941202,4,2,8,3,3.2570775656786801,3.9126670348397101
2303204,Caririaçu,23155990,Antonio Francisco Calixto Eef,Municipal,2019,234.3,6.5,277.62,5.5,não cactus,19,JUAZEIRO DO NORTE,ANTONIO FRANCISCO CALIXTO EEF,272.68479549398,55.267800357907802,Crítico,22.2222222222222,22.2222222222222,38.8888888888889,16.6666666666667,18,18,100,1,4.8842397746990098,0.625,4,4,7,3,3.05264985918688,3.27972106223738
2303204,Caririaçu,23156074,Julita Farias Eef,Municipal,2017,206.39,5.4,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303204,Caririaçu,23156074,Julita Farias Eef,Municipal,2019,229.66,6.4,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303204,Caririaçu,23156082,Francisco Feitosa De Lira Eeif,Municipal,2017,211.29,5.7,251.76,4.3,não cactus,19,JUAZEIRO DO NORTE,FRANCISCO FEITOSA DE LIRA EEIF,262.53949737726202,56.1464441970273,Crítico,19.047619047619001,38.095238095238102,28.571428571428601,14.285714285714301,21,21,100,1,4.3769748688631198,0.59523809523809501,4,8,6,3,2.6053421838470898,2.9146633883129902
2303204,Caririaçu,23156082,Francisco Feitosa De Lira Eeif,Municipal,2019,231.95,6.3,276.58,5,não cactus,19,JUAZEIRO DO NORTE,FRANCISCO FEITOSA DE LIRA EEIF,290.260445409939,56.032948916857102,Intermediário,22.2222222222222,11.1111111111111,22.2222222222222,44.4444444444444,9,9,100,1,5.7630222704969398,0.72222222222222199,2,1,2,4,4.1621827509144502,4.4087723014462199
2303204,Caririaçu,23156163,Pedro Jose Ferreira Eef,Municipal,2017,223.02,5.4,293.85,5.9,não cactus,19,JUAZEIRO DO NORTE,PEDRO JOSE FERREIRA EEF,282.99085946369502,51.1325855507555,Intermediário,8.3333333333333304,33.3333333333333,33.3333333333333,25,10,12,120,1,5.3995429731847304,0.6875,1,4,4,3,3.7121857940645002,4.1137324544207496
2303204,Caririaçu,23156163,Pedro Jose Ferreira Eef,Municipal,2019,NA,NA,NA,NA,não cactus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303204,Caririaçu,23156180,Pedro Nogueira Machado Eeif,Municipal,2017,209.38,5.3,249.02,4.4,não cactus,19,JUAZEIRO DO NORTE,PEDRO NOGUEIRA MACHADO EEIF,252.81837600685299,46.169671316419802,Crítico,25,45.8333333333333,20.8333333333333,8.3333333333333304,24,24,100,1,3.89091880034263,0.53125,6,11,5,2,2.0670506126820198,2.4757439343025398
2303204,Caririaçu,23156180,Pedro Nogueira Machado Eeif,Municipal,2019,195.64,4.8,249.73,4.2,não cactus,19,JUAZEIRO DO NORTE,PEDRO NOGUEIRA MACHADO EEIF,243.12266751390001,54.432331357379098,Crítico,43.75,37.5,6.25,12.5,16,16,100,1,3.4061333756950201,0.46875,7,6,1,2,1.59662501985704,2.0126923202948199
2303204,Caririaçu,23156279,Alacoque Bezerra Eef,Municipal,2017,205.61,5.3,244.57,4.3,não cactus,19,JUAZEIRO DO NORTE,ALACOQUE BEZERRA EEF,244.62695911642601,58.867664512817598,Crítico,42.857142857142897,28.571428571428601,21.428571428571399,7.1428571428571397,13,14,107.69230769230801,1,3.4813479558213101,0.48214285714285698,6,4,3,1,1.6785070501281301,2.50029508849018
2303204,Caririaçu,23156279,Alacoque Bezerra Eef,Municipal,2019,NA,NA,253.22,4.8,não cactus,19,JUAZEIRO DO NORTE,ALACOQUE BEZERRA EEF,242.222179465447,38.327918827560701,Crítico,26.6666666666667,53.3333333333333,20,0,15,15,100,1,3.3611089732723598,0.483333333333333,4,8,3,0,1.6245360037483101,2.0656082431676199
2303204,Caririaçu,23156325,Joaquim Alves Feitosa Eeif,Municipal,2017,216.79,5.3,252.15,4.2,não cactus,19,JUAZEIRO DO NORTE,JOAQUIM ALVES FEITOSA EEIF,247.94378950792299,37.2366045171349,Crítico,22.5,57.5,17.5,2.5,40,40,100,1,3.64718947539615,0.5,9,23,7,1,1.8235947376980799,2.70844510808538
2303204,Caririaçu,23156325,Joaquim Alves Feitosa Eeif,Municipal,2019,243.63,6.2,262.48,4.6,não cactus,19,JUAZEIRO DO NORTE,JOAQUIM ALVES FEITOSA EEIF,258.06188136865097,40.415370758333403,Crítico,27.7777777777778,33.3333333333333,33.3333333333333,5.5555555555555598,36,36,100,1,4.1530940684325399,0.54166666666666696,10,12,12,2,2.2495926204009602,3.03053064324483
2303204,Caririaçu,23156406,Frei Damiao Eef,Municipal,2017,230.25,6.3,237.28,4.5,não cactus,19,JUAZEIRO DO NORTE,FREI DAMIAO EEF,243.06284292784801,31.160167319136399,Crítico,33.3333333333333,53.3333333333333,13.3333333333333,0,31,30,96.774193548387103,0.967741935483871,3.4031421463923901,0.45,10,16,4,0,1.48201351536443,2.25258585424716
2303204,Caririaçu,23156406,Frei Damiao Eef,Municipal,2019,239.75,6.4,258.98,5.2,não cactus,19,JUAZEIRO DO NORTE,FREI DAMIAO EEF,297.66608435275299,46.927787663769799,Intermediário,17.3913043478261,8.6956521739130395,34.7826086956522,39.130434782608702,22,23,104.545454545455,1,6.1333042176376296,0.73913043478260898,4,2,8,9,4.5333118130365104,4.0919842776951896
2303204,Caririaçu,23156570,Martiniano Elias Da Silva Eef,Municipal,2017,203.79,5.3,247.29,5,não cactus,19,JUAZEIRO DO NORTE,MARTINIANO ELIAS DA SILVA EEF,249.74336802697599,44.697281996015697,Crítico,26.315789473684202,52.631578947368403,15.789473684210501,5.2631578947368398,19,19,100,1,3.7371684013488098,0.5,5,10,3,1,1.8685842006744,2.7882012138798999
2303204,Caririaçu,23156570,Martiniano Elias Da Silva Eef,Municipal,2019,NA,NA,256.59,4.7,não cactus,19,JUAZEIRO DO NORTE,MARTINIANO ELIAS DA SILVA EEF,310.50473165586197,48.464672584746999,Intermediário,10,10,25,55,20,20,100,1,6.77523658279312,0.8125,2,2,5,11,5.5048797235194096,5.1616827425566498
2303204,Caririaçu,23156619,Raimundo Gomes Eef,Municipal,2017,194,4.8,242.75,4.4,não cactus,19,JUAZEIRO DO NORTE,RAIMUNDO GOMES EEF,238.729051425477,44.8914507993453,Crítico,38.461538461538503,38.461538461538503,23.076923076923102,0,13,13,100,1,3.1864525712738301,0.46153846153846201,5,5,3,0,1.4706704175109999,2.6531573128794599
2303204,Caririaçu,23156619,Raimundo Gomes Eef,Municipal,2019,211.77,5.7,252.46,4.9,não cactus,19,JUAZEIRO DO NORTE,RAIMUNDO GOMES EEF,256.71004906873901,38.156122325598801,Crítico,17.647058823529399,47.058823529411796,35.294117647058798,0,18,17,94.4444444444444,0.94444444444444398,4.0855024534369502,0.54411764705882404,3,8,6,0,2.0994943163495501,2.4258188148399702
2303204,Caririaçu,23156694,Eeif Joaquim Caboclo,Municipal,2017,224.48,6.2,242.37,4.7,não cactus,19,JUAZEIRO DO NORTE,JOAQUIM CABOCLO EEIF,231.96998017418201,42.300800819836297,Crítico,46.6666666666667,33.3333333333333,20,0,30,30,100,1,2.8484990087091,0.43333333333333302,14,10,6,0,1.23434957044061,1.87879870953623
2303204,Caririaçu,23156694,Eeif Joaquim Caboclo,Municipal,2019,223.17,5.7,234.96,4.2,não cactus,19,JUAZEIRO DO NORTE,EEIF JOAQUIM CABOCLO,226.35122892605401,33.233008490335301,Crítico,53.846153846153797,38.461538461538503,7.6923076923076898,0,26,26,100,1,2.5675614463027001,0.38461538461538503,14,10,2,0,0.98752363319334602,1.8412322787033
2303204,Caririaçu,23156740,Girassol Eeif,Municipal,2017,220.01,6,269.89,5.3,não cactus,19,JUAZEIRO DO NORTE,GIRASSOL EEIF,258.31999969920798,51.107141775492501,Crítico,17.3913043478261,47.826086956521699,26.086956521739101,8.6956521739130395,23,23,100,1,4.1659999849603997,0.565217391304348,4,11,6,2,2.3546956436732698,2.8916756805456099
2303204,Caririaçu,23156740,Girassol Eeif,Municipal,2019,213.06,5.9,278.86,5.7,não cactus,19,JUAZEIRO DO NORTE,GIRASSOL EEIF,289.87065487233002,47.7356444063401,Intermediário,11.764705882352899,17.647058823529399,47.058823529411796,23.529411764705898,16,17,106.25,1,5.7435327436164796,0.70588235294117696,2,3,8,4,4.0542584072586898,4.4839932222543597
2303204,Caririaçu,23182679,Raimundo Bezerra Lima Eeif,Municipal,2017,217.96,5.4,260.01,5,não cactus,19,JUAZEIRO DO NORTE,RAIMUNDO BEZERRA LIMA EEIF,253.04851965352199,43.517627418628798,Crítico,23.076923076923102,49.230769230769198,20,7.6923076923076898,62,65,104.838709677419,1,3.9024259826761001,0.53076923076923099,15,32,13,5,2.07128763695885,2.7072513526811099
