,Sigla da UF,Código do Município,Nome do Município,Código da Escola,Nome da Escola,Rede,ano,MT_5o,IDEB_5o,MT_9o,IDEB_9o,cactus,ID_PROVA_BRASIL,NIVEL_SOCIO_ECONOMICO,MEDIA_5EF_MT,MEDIA_9EF_MT
5276,CE,2305407,Icó,23141140,Manoel Da Silva Em,Municipal,2013,,,,,não cactus,2017,,230.19,256.76
5277,CE,2305407,Icó,23141140,Manoel Da Silva Em,Municipal,2015,,,,,não cactus,2017,,230.19,256.76
5278,CE,2305407,Icó,23141140,Manoel Da Silva Em,Municipal,2017,230.19,6.6,256.76,4.6,não cactus,2017,,230.19,256.76
5279,CE,2305407,Icó,23141140,Manoel Da Silva Em,Municipal,2019,199.52,5.6,,,não cactus,2017,,230.19,256.76
5280,CE,2305407,Icó,23141247,Casemiro Pequeno E M,Municipal,2005,,,,,não cactus,2017,Grupo 2,187.06,239.88
5281,CE,2305407,Icó,23141247,Casemiro Pequeno E M,Municipal,2007,,,,,não cactus,2017,Grupo 2,187.06,239.88
5282,CE,2305407,Icó,23141247,Casemiro Pequeno E M,Municipal,2009,,,210.68,3.1,não cactus,2017,Grupo 2,187.06,239.88
5283,CE,2305407,Icó,23141247,Casemiro Pequeno E M,Municipal,2011,176.16,4.0,208.94,3.1,não cactus,2017,Grupo 2,187.06,239.88
5284,CE,2305407,Icó,23141247,Casemiro Pequeno E M,Municipal,2013,208.12,5.3,227.55,3.7,não cactus,2017,Grupo 2,187.06,239.88
5285,CE,2305407,Icó,23141247,Casemiro Pequeno E M,Municipal,2015,183.97,4.2,237.53,3.5,não cactus,2017,Grupo 2,187.06,239.88
5286,CE,2305407,Icó,23141247,Casemiro Pequeno E M,Municipal,2017,187.06,4.7,239.88,4.6,não cactus,2017,Grupo 2,187.06,239.88
5287,CE,2305407,Icó,23141247,Casemiro Pequeno E M,Municipal,2019,188.77,5.0,234.85,3.1,não cactus,2017,Grupo 2,187.06,239.88
5288,CE,2305407,Icó,23141360,Monsenhor Jose Camurca E M,Municipal,2005,,,,,não cactus,2017,Grupo 2,205.46,255.91
5289,CE,2305407,Icó,23141360,Monsenhor Jose Camurca E M,Municipal,2007,,,,,não cactus,2017,Grupo 2,205.46,255.91
5290,CE,2305407,Icó,23141360,Monsenhor Jose Camurca E M,Municipal,2009,163.9,2.7,232.44,3.2,não cactus,2017,Grupo 2,205.46,255.91
5291,CE,2305407,Icó,23141360,Monsenhor Jose Camurca E M,Municipal,2011,171.31,3.3,228.4,3.3,não cactus,2017,Grupo 2,205.46,255.91
5292,CE,2305407,Icó,23141360,Monsenhor Jose Camurca E M,Municipal,2013,172.8,3.1,236.0,4.2,não cactus,2017,Grupo 2,205.46,255.91
5293,CE,2305407,Icó,23141360,Monsenhor Jose Camurca E M,Municipal,2015,190.26,4.5,241.3,4.2,não cactus,2017,Grupo 2,205.46,255.91
5294,CE,2305407,Icó,23141360,Monsenhor Jose Camurca E M,Municipal,2017,205.46,5.0,255.91,4.9,não cactus,2017,Grupo 2,205.46,255.91
5295,CE,2305407,Icó,23141360,Monsenhor Jose Camurca E M,Municipal,2019,173.67,3.3,242.01,4.1,não cactus,2017,Grupo 2,205.46,255.91
5296,CE,2305407,Icó,23141700,Jose Adelaide De Carvalho E M,Municipal,2005,,,,,não cactus,2017,Grupo 2,217.53,236.73
5297,CE,2305407,Icó,23141700,Jose Adelaide De Carvalho E M,Municipal,2007,,,,,não cactus,2017,Grupo 2,217.53,236.73
5298,CE,2305407,Icó,23141700,Jose Adelaide De Carvalho E M,Municipal,2009,166.33,3.3,,,não cactus,2017,Grupo 2,217.53,236.73
5299,CE,2305407,Icó,23141700,Jose Adelaide De Carvalho E M,Municipal,2011,164.87,3.6,,,não cactus,2017,Grupo 2,217.53,236.73
5300,CE,2305407,Icó,23141700,Jose Adelaide De Carvalho E M,Municipal,2013,,,236.87,4.1,não cactus,2017,Grupo 2,217.53,236.73
5301,CE,2305407,Icó,23141700,Jose Adelaide De Carvalho E M,Municipal,2015,,,244.83,4.7,não cactus,2017,Grupo 2,217.53,236.73
5302,CE,2305407,Icó,23141700,Jose Adelaide De Carvalho E M,Municipal,2017,217.53,5.7,236.73,3.8,não cactus,2017,Grupo 2,217.53,236.73
5303,CE,2305407,Icó,23141700,Jose Adelaide De Carvalho E M,Municipal,2019,232.12,6.3,239.66,4.0,não cactus,2017,Grupo 2,217.53,236.73
5304,CE,2305407,Icó,23141727,Walfrido Monteiro Sobrinho E M,Municipal,2005,,,,,não cactus,2017,Grupo 1,169.25,214.7
5305,CE,2305407,Icó,23141727,Walfrido Monteiro Sobrinho E M,Municipal,2007,,,,,não cactus,2017,Grupo 1,169.25,214.7
5306,CE,2305407,Icó,23141727,Walfrido Monteiro Sobrinho E M,Municipal,2009,,,204.86,3.2,não cactus,2017,Grupo 1,169.25,214.7
5307,CE,2305407,Icó,23141727,Walfrido Monteiro Sobrinho E M,Municipal,2011,,,208.25,2.8,não cactus,2017,Grupo 1,169.25,214.7
5308,CE,2305407,Icó,23141727,Walfrido Monteiro Sobrinho E M,Municipal,2013,,,228.11,3.7,não cactus,2017,Grupo 1,169.25,214.7
5309,CE,2305407,Icó,23141727,Walfrido Monteiro Sobrinho E M,Municipal,2015,,,218.2,3.5,não cactus,2017,Grupo 1,169.25,214.7
5310,CE,2305407,Icó,23141727,Walfrido Monteiro Sobrinho E M,Municipal,2017,169.25,4.1,214.7,3.8,não cactus,2017,Grupo 1,169.25,214.7
5311,CE,2305407,Icó,23141727,Walfrido Monteiro Sobrinho E M,Municipal,2019,188.25,4.6,216.82,3.2,não cactus,2017,Grupo 1,169.25,214.7
5312,CE,2305407,Icó,23141859,Manoel Nicolau De Sousa E M,Municipal,2005,,,,,não cactus,2017,,211.65,226.72
5313,CE,2305407,Icó,23141859,Manoel Nicolau De Sousa E M,Municipal,2007,,,,,não cactus,2017,,211.65,226.72
5314,CE,2305407,Icó,23141859,Manoel Nicolau De Sousa E M,Municipal,2009,,,,,não cactus,2017,,211.65,226.72
5315,CE,2305407,Icó,23141859,Manoel Nicolau De Sousa E M,Municipal,2011,,,,,não cactus,2017,,211.65,226.72
5316,CE,2305407,Icó,23141859,Manoel Nicolau De Sousa E M,Municipal,2013,,,,,não cactus,2017,,211.65,226.72
5317,CE,2305407,Icó,23141859,Manoel Nicolau De Sousa E M,Municipal,2015,,,,,não cactus,2017,,211.65,226.72
5318,CE,2305407,Icó,23141859,Manoel Nicolau De Sousa E M,Municipal,2017,,,226.72,3.6,não cactus,2017,,211.65,226.72
5319,CE,2305407,Icó,23141859,Manoel Nicolau De Sousa E M,Municipal,2019,188.19,4.5,,,não cactus,2017,,211.65,226.72
5320,CE,2305407,Icó,23141867,Manoel Porfirio De Lima Em,Municipal,2005,,,,,não cactus,2017,Grupo 1,170.85,218.56
5321,CE,2305407,Icó,23141867,Manoel Porfirio De Lima Em,Municipal,2007,,,,,não cactus,2017,Grupo 1,170.85,218.56
5322,CE,2305407,Icó,23141867,Manoel Porfirio De Lima Em,Municipal,2009,,,201.58,2.4,não cactus,2017,Grupo 1,170.85,218.56
5323,CE,2305407,Icó,23141867,Manoel Porfirio De Lima Em,Municipal,2011,,,187.71,1.9,não cactus,2017,Grupo 1,170.85,218.56
5324,CE,2305407,Icó,23141867,Manoel Porfirio De Lima Em,Municipal,2013,,,202.02,2.3,não cactus,2017,Grupo 1,170.85,218.56
5325,CE,2305407,Icó,23141867,Manoel Porfirio De Lima Em,Municipal,2015,182.47,4.4,220.27,2.8,não cactus,2017,Grupo 1,170.85,218.56
5326,CE,2305407,Icó,23141867,Manoel Porfirio De Lima Em,Municipal,2017,170.85,4.0,218.56,3.5,não cactus,2017,Grupo 1,170.85,218.56
5327,CE,2305407,Icó,23141867,Manoel Porfirio De Lima Em,Municipal,2019,182.06,3.8,206.19,2.1,não cactus,2017,Grupo 1,170.85,218.56
5328,CE,2305407,Icó,23142030,Antonio Ferreira De Carvalho E M,Municipal,2005,,,,,não cactus,2017,Grupo 2,165.57,226.0
5329,CE,2305407,Icó,23142030,Antonio Ferreira De Carvalho E M,Municipal,2007,,,,,não cactus,2017,Grupo 2,165.57,226.0
5330,CE,2305407,Icó,23142030,Antonio Ferreira De Carvalho E M,Municipal,2009,173.44,3.3,198.34,2.8,não cactus,2017,Grupo 2,165.57,226.0
5331,CE,2305407,Icó,23142030,Antonio Ferreira De Carvalho E M,Municipal,2011,164.54,3.6,206.04,3.1,não cactus,2017,Grupo 2,165.57,226.0
5332,CE,2305407,Icó,23142030,Antonio Ferreira De Carvalho E M,Municipal,2013,175.73,4.2,219.48,3.0,não cactus,2017,Grupo 2,165.57,226.0
5333,CE,2305407,Icó,23142030,Antonio Ferreira De Carvalho E M,Municipal,2015,184.5,4.5,213.18,3.3,não cactus,2017,Grupo 2,165.57,226.0
5334,CE,2305407,Icó,23142030,Antonio Ferreira De Carvalho E M,Municipal,2017,165.57,4.0,226.0,4.3,não cactus,2017,Grupo 2,165.57,226.0
5335,CE,2305407,Icó,23142030,Antonio Ferreira De Carvalho E M,Municipal,2019,181.79,4.4,220.56,3.8,não cactus,2017,Grupo 2,165.57,226.0
5336,CE,2305506,Iguatu,23142367,Antonia Maria Das Neves Eef,Municipal,2005,,,,,não cactus,2017,,206.98,242.17
5337,CE,2305506,Iguatu,23142367,Antonia Maria Das Neves Eef,Municipal,2007,,,,,não cactus,2017,,206.98,242.17
5338,CE,2305506,Iguatu,23142367,Antonia Maria Das Neves Eef,Municipal,2009,,,,,não cactus,2017,,206.98,242.17
5339,CE,2305506,Iguatu,23142367,Antonia Maria Das Neves Eef,Municipal,2011,214.62,5.3,,,não cactus,2017,,206.98,242.17
5340,CE,2305506,Iguatu,23142367,Antonia Maria Das Neves Eef,Municipal,2013,202.18,5.0,244.03,4.5,não cactus,2017,,206.98,242.17
5341,CE,2305506,Iguatu,23142367,Antonia Maria Das Neves Eef,Municipal,2015,,,,,não cactus,2017,,206.98,242.17
5342,CE,2305506,Iguatu,23142367,Antonia Maria Das Neves Eef,Municipal,2017,206.98,6.1,242.17,4.1,não cactus,2017,,206.98,242.17
5343,CE,2305506,Iguatu,23142367,Antonia Maria Das Neves Eef,Municipal,2019,209.11,5.1,,,não cactus,2017,,206.98,242.17
5344,CE,2305506,Iguatu,23142499,Clara Alves De Araujo Eef,Municipal,2005,,,,,não cactus,2017,,202.89,274.33
5345,CE,2305506,Iguatu,23142499,Clara Alves De Araujo Eef,Municipal,2007,,,,,não cactus,2017,,202.89,274.33
5346,CE,2305506,Iguatu,23142499,Clara Alves De Araujo Eef,Municipal,2009,,,,,não cactus,2017,,202.89,274.33
5347,CE,2305506,Iguatu,23142499,Clara Alves De Araujo Eef,Municipal,2011,,,,,não cactus,2017,,202.89,274.33
5348,CE,2305506,Iguatu,23142499,Clara Alves De Araujo Eef,Municipal,2013,194.11,4.6,,,não cactus,2017,,202.89,274.33
5349,CE,2305506,Iguatu,23142499,Clara Alves De Araujo Eef,Municipal,2015,,4.5,,,não cactus,2017,,202.89,274.33
5350,CE,2305506,Iguatu,23142499,Clara Alves De Araujo Eef,Municipal,2017,202.89,5.5,274.33,4.3,não cactus,2017,,202.89,274.33
5351,CE,2305506,Iguatu,23142499,Clara Alves De Araujo Eef,Municipal,2019,205.69,5.3,266.14,5.3,não cactus,2017,,202.89,274.33
5352,CE,2305506,Iguatu,23142545,Elze Lima Verde Montenegro Eef,Municipal,2005,166.32,2.8,,,não cactus,2017,,204.03,253.79
5353,CE,2305506,Iguatu,23142545,Elze Lima Verde Montenegro Eef,Municipal,2007,178.09,3.5,,,não cactus,2017,,204.03,253.79
5354,CE,2305506,Iguatu,23142545,Elze Lima Verde Montenegro Eef,Municipal,2009,199.22,4.0,225.25,3.4,não cactus,2017,,204.03,253.79
5355,CE,2305506,Iguatu,23142545,Elze Lima Verde Montenegro Eef,Municipal,2011,210.77,4.8,227.92,3.7,não cactus,2017,,204.03,253.79
5356,CE,2305506,Iguatu,23142545,Elze Lima Verde Montenegro Eef,Municipal,2013,197.22,4.9,255.21,4.1,não cactus,2017,,204.03,253.79
5357,CE,2305506,Iguatu,23142545,Elze Lima Verde Montenegro Eef,Municipal,2015,,5.0,,,não cactus,2017,,204.03,253.79
5358,CE,2305506,Iguatu,23142545,Elze Lima Verde Montenegro Eef,Municipal,2017,204.03,5.2,253.79,4.3,não cactus,2017,,204.03,253.79
5359,CE,2305506,Iguatu,23142545,Elze Lima Verde Montenegro Eef,Municipal,2019,216.85,5.9,264.19,5.0,não cactus,2017,,204.03,253.79
5360,CE,2305506,Iguatu,23142588,Perpetuo Do Socorro N Sra Eef,Municipal,2005,,,220.76,3.0,não cactus,2017,,208.97,269.22
5361,CE,2305506,Iguatu,23142588,Perpetuo Do Socorro N Sra Eef,Municipal,2007,165.56,3.2,209.38,2.8,não cactus,2017,,208.97,269.22
5362,CE,2305506,Iguatu,23142588,Perpetuo Do Socorro N Sra Eef,Municipal,2009,175.95,4.1,,,não cactus,2017,,208.97,269.22
5363,CE,2305506,Iguatu,23142588,Perpetuo Do Socorro N Sra Eef,Municipal,2011,197.55,4.6,,,não cactus,2017,,208.97,269.22
5364,CE,2305506,Iguatu,23142588,Perpetuo Do Socorro N Sra Eef,Municipal,2013,189.61,4.5,,,não cactus,2017,,208.97,269.22
5365,CE,2305506,Iguatu,23142588,Perpetuo Do Socorro N Sra Eef,Municipal,2015,,5.5,,,não cactus,2017,,208.97,269.22
5366,CE,2305506,Iguatu,23142588,Perpetuo Do Socorro N Sra Eef,Municipal,2017,208.97,5.2,269.22,5.2,não cactus,2017,,208.97,269.22
5367,CE,2305506,Iguatu,23142588,Perpetuo Do Socorro N Sra Eef,Municipal,2019,219.22,5.9,262.2,5.2,não cactus,2017,,208.97,269.22
5368,CE,2305506,Iguatu,23142790,Francisco Sebastiao Uchoa Eef,Municipal,2005,,,,,não cactus,2017,,216.26,251.95
5369,CE,2305506,Iguatu,23142790,Francisco Sebastiao Uchoa Eef,Municipal,2007,,,,,não cactus,2017,,216.26,251.95
5370,CE,2305506,Iguatu,23142790,Francisco Sebastiao Uchoa Eef,Municipal,2009,154.02,2.9,198.35,1.9,não cactus,2017,,216.26,251.95
5371,CE,2305506,Iguatu,23142790,Francisco Sebastiao Uchoa Eef,Municipal,2011,195.7,4.8,226.82,3.6,não cactus,2017,,216.26,251.95
5372,CE,2305506,Iguatu,23142790,Francisco Sebastiao Uchoa Eef,Municipal,2013,206.19,5.1,240.03,3.9,não cactus,2017,,216.26,251.95
5373,CE,2305506,Iguatu,23142790,Francisco Sebastiao Uchoa Eef,Municipal,2015,,5.4,,3.7,não cactus,2017,,216.26,251.95
5374,CE,2305506,Iguatu,23142790,Francisco Sebastiao Uchoa Eef,Municipal,2017,216.26,5.5,251.95,4.9,não cactus,2017,,216.26,251.95
5375,CE,2305506,Iguatu,23142790,Francisco Sebastiao Uchoa Eef,Municipal,2019,206.54,5.3,248.29,5.0,não cactus,2017,,216.26,251.95
5376,CE,2305506,Iguatu,23142901,Onelia Pereira De Lavor,Municipal,2005,,,,,não cactus,2017,,240.26,254.94
5377,CE,2305506,Iguatu,23142901,Onelia Pereira De Lavor,Municipal,2007,,,,,não cactus,2017,,240.26,254.94
5378,CE,2305506,Iguatu,23142901,Onelia Pereira De Lavor,Municipal,2009,,,,,não cactus,2017,,240.26,254.94
5379,CE,2305506,Iguatu,23142901,Onelia Pereira De Lavor,Municipal,2011,,,,,não cactus,2017,,240.26,254.94
5380,CE,2305506,Iguatu,23142901,Onelia Pereira De Lavor,Municipal,2013,,,,,não cactus,2017,,240.26,254.94
5381,CE,2305506,Iguatu,23142901,Onelia Pereira De Lavor,Municipal,2015,,,,,não cactus,2017,,240.26,254.94
5382,CE,2305506,Iguatu,23142901,Onelia Pereira De Lavor,Municipal,2017,240.26,6.5,254.94,5.1,não cactus,2017,,240.26,254.94
5383,CE,2305506,Iguatu,23142901,Onelia Pereira De Lavor,Municipal,2019,207.13,5.2,,,não cactus,2017,,240.26,254.94
5384,CE,2305506,Iguatu,23142952,Jose Cardoso De Araujo Eef,Municipal,2005,,,,,não cactus,2017,,201.6,249.51
5385,CE,2305506,Iguatu,23142952,Jose Cardoso De Araujo Eef,Municipal,2007,,,,,não cactus,2017,,201.6,249.51
5386,CE,2305506,Iguatu,23142952,Jose Cardoso De Araujo Eef,Municipal,2009,,,212.8,3.2,não cactus,2017,,201.6,249.51
5387,CE,2305506,Iguatu,23142952,Jose Cardoso De Araujo Eef,Municipal,2011,219.67,5.3,241.19,3.6,não cactus,2017,,201.6,249.51
5388,CE,2305506,Iguatu,23142952,Jose Cardoso De Araujo Eef,Municipal,2013,196.29,5.2,,,não cactus,2017,,201.6,249.51
5389,CE,2305506,Iguatu,23142952,Jose Cardoso De Araujo Eef,Municipal,2015,,5.4,,3.9,não cactus,2017,,201.6,249.51
5390,CE,2305506,Iguatu,23142952,Jose Cardoso De Araujo Eef,Municipal,2017,201.6,5.2,249.51,4.4,não cactus,2017,,201.6,249.51
5391,CE,2305506,Iguatu,23142952,Jose Cardoso De Araujo Eef,Municipal,2019,189.7,5.3,233.5,4.6,não cactus,2017,,201.6,249.51
5392,CE,2305506,Iguatu,23143070,Judite Cavalcante Silva Eef,Municipal,2005,,,,,não cactus,2017,,200.92,235.93
5393,CE,2305506,Iguatu,23143070,Judite Cavalcante Silva Eef,Municipal,2007,177.88,3.3,217.19,2.8,não cactus,2017,,200.92,235.93
5394,CE,2305506,Iguatu,23143070,Judite Cavalcante Silva Eef,Municipal,2009,153.82,3.2,,,não cactus,2017,,200.92,235.93
5395,CE,2305506,Iguatu,23143070,Judite Cavalcante Silva Eef,Municipal,2011,195.18,4.8,,,não cactus,2017,,200.92,235.93
5396,CE,2305506,Iguatu,23143070,Judite Cavalcante Silva Eef,Municipal,2013,,,,,não cactus,2017,,200.92,235.93
5397,CE,2305506,Iguatu,23143070,Judite Cavalcante Silva Eef,Municipal,2015,,,,,não cactus,2017,,200.92,235.93
5398,CE,2305506,Iguatu,23143070,Judite Cavalcante Silva Eef,Municipal,2017,200.92,5.6,235.93,4.1,não cactus,2017,,200.92,235.93
5399,CE,2305506,Iguatu,23143070,Judite Cavalcante Silva Eef,Municipal,2019,206.22,5.3,,,não cactus,2017,,200.92,235.93
5400,CE,2305506,Iguatu,23143380,Antonio Cipriano Eef,Municipal,2005,,,,,não cactus,2017,,221.35,266.43
5401,CE,2305506,Iguatu,23143380,Antonio Cipriano Eef,Municipal,2007,,,,,não cactus,2017,,221.35,266.43
5402,CE,2305506,Iguatu,23143380,Antonio Cipriano Eef,Municipal,2009,181.29,3.9,,,não cactus,2017,,221.35,266.43
5403,CE,2305506,Iguatu,23143380,Antonio Cipriano Eef,Municipal,2011,235.02,5.6,,,não cactus,2017,,221.35,266.43
5404,CE,2305506,Iguatu,23143380,Antonio Cipriano Eef,Municipal,2013,225.49,5.5,229.33,3.6,não cactus,2017,,221.35,266.43
5405,CE,2305506,Iguatu,23143380,Antonio Cipriano Eef,Municipal,2015,,5.9,,5.2,não cactus,2017,,221.35,266.43
5406,CE,2305506,Iguatu,23143380,Antonio Cipriano Eef,Municipal,2017,221.35,5.8,266.43,5.1,não cactus,2017,,221.35,266.43
5407,CE,2305506,Iguatu,23143380,Antonio Cipriano Eef,Municipal,2019,195.19,5.0,254.67,5.0,não cactus,2017,,221.35,266.43
5408,CE,2305506,Iguatu,23143436,Antonio Cirilo De Oliveira Eef,Municipal,2005,,,,,não cactus,2017,,221.28,255.74
5409,CE,2305506,Iguatu,23143436,Antonio Cirilo De Oliveira Eef,Municipal,2007,,,,,não cactus,2017,,221.28,255.74
5410,CE,2305506,Iguatu,23143436,Antonio Cirilo De Oliveira Eef,Municipal,2009,183.12,3.7,,,não cactus,2017,,221.28,255.74
5411,CE,2305506,Iguatu,23143436,Antonio Cirilo De Oliveira Eef,Municipal,2011,192.28,4.4,,,não cactus,2017,,221.28,255.74
5412,CE,2305506,Iguatu,23143436,Antonio Cirilo De Oliveira Eef,Municipal,2013,195.9,4.8,,,não cactus,2017,,221.28,255.74
5413,CE,2305506,Iguatu,23143436,Antonio Cirilo De Oliveira Eef,Municipal,2015,,5.5,,4.8,não cactus,2017,,221.28,255.74
5414,CE,2305506,Iguatu,23143436,Antonio Cirilo De Oliveira Eef,Municipal,2017,221.28,5.9,255.74,5.0,não cactus,2017,,221.28,255.74
5415,CE,2305506,Iguatu,23143436,Antonio Cirilo De Oliveira Eef,Municipal,2019,212.82,5.9,264.8,5.4,não cactus,2017,,221.28,255.74
5416,CE,2305506,Iguatu,23143525,Amelia Figueredo Sa De Lavor Eef,Municipal,2005,,,,,não cactus,2017,,209.52,256.81
5417,CE,2305506,Iguatu,23143525,Amelia Figueredo Sa De Lavor Eef,Municipal,2007,,,,,não cactus,2017,,209.52,256.81
5418,CE,2305506,Iguatu,23143525,Amelia Figueredo Sa De Lavor Eef,Municipal,2009,,,,,não cactus,2017,,209.52,256.81
5419,CE,2305506,Iguatu,23143525,Amelia Figueredo Sa De Lavor Eef,Municipal,2011,,,,,não cactus,2017,,209.52,256.81
5420,CE,2305506,Iguatu,23143525,Amelia Figueredo Sa De Lavor Eef,Municipal,2013,,,,,não cactus,2017,,209.52,256.81
5421,CE,2305506,Iguatu,23143525,Amelia Figueredo Sa De Lavor Eef,Municipal,2015,,,,,não cactus,2017,,209.52,256.81
5422,CE,2305506,Iguatu,23143525,Amelia Figueredo Sa De Lavor Eef,Municipal,2017,209.52,5.8,256.81,4.5,não cactus,2017,,209.52,256.81
5423,CE,2305506,Iguatu,23143525,Amelia Figueredo Sa De Lavor Eef,Municipal,2019,208.7,5.3,,,não cactus,2017,,209.52,256.81
5424,CE,2305506,Iguatu,23143576,Joao Rocha Fialho Eef,Municipal,2005,,,,,não cactus,2017,,217.27,240.39
5425,CE,2305506,Iguatu,23143576,Joao Rocha Fialho Eef,Municipal,2007,,,,,não cactus,2017,,217.27,240.39
5426,CE,2305506,Iguatu,23143576,Joao Rocha Fialho Eef,Municipal,2009,180.18,3.2,245.14,3.8,não cactus,2017,,217.27,240.39
5427,CE,2305506,Iguatu,23143576,Joao Rocha Fialho Eef,Municipal,2011,191.9,4.3,253.68,4.4,não cactus,2017,,217.27,240.39
5428,CE,2305506,Iguatu,23143576,Joao Rocha Fialho Eef,Municipal,2013,194.77,4.4,247.76,4.4,não cactus,2017,,217.27,240.39
5429,CE,2305506,Iguatu,23143576,Joao Rocha Fialho Eef,Municipal,2015,,4.5,,4.1,não cactus,2017,,217.27,240.39
5430,CE,2305506,Iguatu,23143576,Joao Rocha Fialho Eef,Municipal,2017,217.27,5.6,240.39,3.7,não cactus,2017,,217.27,240.39
5431,CE,2305506,Iguatu,23143576,Joao Rocha Fialho Eef,Municipal,2019,214.16,5.4,256.37,4.8,não cactus,2017,,217.27,240.39
5432,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2005,,,,,não cactus,2017,,208.9,244.19
5433,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2007,,,,,não cactus,2017,,208.9,244.19
5434,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2009,211.8,4.4,,,não cactus,2017,,208.9,244.19
5435,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2011,223.75,5.1,,,não cactus,2017,,208.9,244.19
5436,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2013,,,,,não cactus,2017,,208.9,244.19
5437,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2015,,5.4,,5.4,não cactus,2017,,208.9,244.19
5438,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2017,208.9,5.8,244.19,4.8,não cactus,2017,,208.9,244.19
5439,CE,2305506,Iguatu,23143711,Sao Sebastiao Eef,Municipal,2019,222.78,5.7,271.13,5.5,não cactus,2017,,208.9,244.19
5440,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2005,,,,,não cactus,2017,,208.81,236.49
5441,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2007,167.71,3.2,217.23,3.4,não cactus,2017,,208.81,236.49
5442,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2009,155.8,3.3,,,não cactus,2017,,208.81,236.49
5443,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2011,221.67,5.4,235.38,3.8,não cactus,2017,,208.81,236.49
5444,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2013,,,242.59,4.5,não cactus,2017,,208.81,236.49
5445,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2015,,6.2,,4.2,não cactus,2017,,208.81,236.49
5446,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2017,208.81,5.5,236.49,4.8,não cactus,2017,,208.81,236.49
5447,CE,2305506,Iguatu,23143851,Luis Vieira Da Mota Eef,Municipal,2019,200.86,5.4,252.1,5.0,não cactus,2017,,208.81,236.49
5448,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2005,,,,,não cactus,2017,,222.89,246.79
5449,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2007,,,,,não cactus,2017,,222.89,246.79
5450,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2009,,,,,não cactus,2017,,222.89,246.79
5451,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2011,236.03,5.7,,,não cactus,2017,,222.89,246.79
5452,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2013,205.45,5.0,,,não cactus,2017,,222.89,246.79
5453,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2015,,5.5,,4.4,não cactus,2017,,222.89,246.79
5454,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2017,222.89,6.5,246.79,5.0,não cactus,2017,,222.89,246.79
5455,CE,2305506,Iguatu,23143878,Maria Irismar Moreno Matos Eef,Municipal,2019,231.66,6.2,256.63,5.2,não cactus,2017,,222.89,246.79
5456,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2005,175.25,3.3,,,não cactus,2017,,207.63,248.56
5457,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2007,174.44,3.3,,,não cactus,2017,,207.63,248.56
5458,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2009,196.55,4.3,238.0,4.4,não cactus,2017,,207.63,248.56
5459,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2011,204.04,4.6,238.21,4.0,não cactus,2017,,207.63,248.56
5460,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2013,198.42,5.1,275.06,4.8,não cactus,2017,,207.63,248.56
5461,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2015,,5.4,,4.0,não cactus,2017,,207.63,248.56
5462,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2017,207.63,5.7,248.56,4.8,não cactus,2017,,207.63,248.56
5463,CE,2305506,Iguatu,23201061,Francisco Das Gracas Alves Berto Caic,Municipal,2019,212.52,5.7,252.97,4.8,não cactus,2017,,207.63,248.56
5464,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2005,,,,,não cactus,2017,,233.15,267.55
5465,CE,2305506,Iguatu,23201070,Marta Maria Sobreira Eef,Municipal,2007,,,,,não cactus,2017,,233.15,267.55
