,Sigla da UF,Código do Município,Nome do Município,Código da Escola,Nome da Escola,Rede,ano,MT_5o,IDEB_5o,MT_9o,IDEB_9o,cactus,ID_PROVA_BRASIL,NIVEL_SOCIO_ECONOMICO,MEDIA_5EF_MT,MEDIA_9EF_MT
1533,CE,2302107,Baturité,23053623,Maria De Lourdes Da Silveira Eefmun,Municipal,2015,192.87,3.7,,,não cactus,2017,Grupo 2,207.17,259.66
1534,CE,2302107,Baturité,23053623,Maria De Lourdes Da Silveira Eefmun,Municipal,2017,207.17,5.2,259.66,5.0,não cactus,2017,Grupo 2,207.17,259.66
1535,CE,2302107,Baturité,23053623,Maria De Lourdes Da Silveira Eefmun,Municipal,2019,226.62,5.9,247.61,5.0,não cactus,2017,Grupo 2,207.17,259.66
1536,CE,2302107,Baturité,23053771,Pedro Lopes Filho Eefmun,Municipal,2005,,,,,não cactus,2017,Grupo 1,182.14,243.35
1537,CE,2302107,Baturité,23053771,Pedro Lopes Filho Eefmun,Municipal,2007,,,,,não cactus,2017,Grupo 1,182.14,243.35
1538,CE,2302107,Baturité,23053771,Pedro Lopes Filho Eefmun,Municipal,2009,136.01,2.7,209.42,2.8,não cactus,2017,Grupo 1,182.14,243.35
1539,CE,2302107,Baturité,23053771,Pedro Lopes Filho Eefmun,Municipal,2011,,,230.52,3.3,não cactus,2017,Grupo 1,182.14,243.35
1540,CE,2302107,Baturité,23053771,Pedro Lopes Filho Eefmun,Municipal,2013,169.27,3.9,,,não cactus,2017,Grupo 1,182.14,243.35
1541,CE,2302107,Baturité,23053771,Pedro Lopes Filho Eefmun,Municipal,2015,195.74,5.0,,,não cactus,2017,Grupo 1,182.14,243.35
1542,CE,2302107,Baturité,23053771,Pedro Lopes Filho Eefmun,Municipal,2017,182.14,4.5,243.35,4.0,não cactus,2017,Grupo 1,182.14,243.35
1543,CE,2302107,Baturité,23053771,Pedro Lopes Filho Eefmun,Municipal,2019,188.94,4.8,238.77,4.0,não cactus,2017,Grupo 1,182.14,243.35
1544,CE,2302107,Baturité,23053798,Capitao Porfirio Rodrigues De Souza Eefmun,Municipal,2005,,,,,não cactus,2017,Grupo 2,188.68,241.87
1545,CE,2302107,Baturité,23053798,Capitao Porfirio Rodrigues De Souza Eefmun,Municipal,2007,,,,,não cactus,2017,Grupo 2,188.68,241.87
1546,CE,2302107,Baturité,23053798,Capitao Porfirio Rodrigues De Souza Eefmun,Municipal,2009,167.32,2.9,,,não cactus,2017,Grupo 2,188.68,241.87
1547,CE,2302107,Baturité,23053798,Capitao Porfirio Rodrigues De Souza Eefmun,Municipal,2011,163.11,3.6,208.5,3.0,não cactus,2017,Grupo 2,188.68,241.87
1548,CE,2302107,Baturité,23053798,Capitao Porfirio Rodrigues De Souza Eefmun,Municipal,2013,194.49,4.5,233.8,3.7,não cactus,2017,Grupo 2,188.68,241.87
1549,CE,2302107,Baturité,23053798,Capitao Porfirio Rodrigues De Souza Eefmun,Municipal,2015,199.49,4.2,,,não cactus,2017,Grupo 2,188.68,241.87
1550,CE,2302107,Baturité,23053798,Capitao Porfirio Rodrigues De Souza Eefmun,Municipal,2017,188.68,3.8,241.87,4.5,não cactus,2017,Grupo 2,188.68,241.87
1551,CE,2302107,Baturité,23053798,Capitao Porfirio Rodrigues De Souza Eefmun,Municipal,2019,188.12,4.3,,,não cactus,2017,Grupo 2,188.68,241.87
1552,CE,2302206,Beberibe,23058455,Adelia Barros Colaco Emef,Municipal,2005,,,,,não cactus,2017,,211.06,237.57
1553,CE,2302206,Beberibe,23058455,Adelia Barros Colaco Emef,Municipal,2007,,,,,não cactus,2017,,211.06,237.57
1554,CE,2302206,Beberibe,23058455,Adelia Barros Colaco Emef,Municipal,2009,194.29,4.4,,,não cactus,2017,,211.06,237.57
1555,CE,2302206,Beberibe,23058455,Adelia Barros Colaco Emef,Municipal,2011,192.29,4.4,,,não cactus,2017,,211.06,237.57
1556,CE,2302206,Beberibe,23058455,Adelia Barros Colaco Emef,Municipal,2013,181.2,4.4,243.71,4.7,não cactus,2017,,211.06,237.57
1557,CE,2302206,Beberibe,23058455,Adelia Barros Colaco Emef,Municipal,2015,,,241.71,4.5,não cactus,2017,,211.06,237.57
1558,CE,2302206,Beberibe,23058455,Adelia Barros Colaco Emef,Municipal,2017,211.06,5.6,237.57,4.8,não cactus,2017,,211.06,237.57
1559,CE,2302206,Beberibe,23058455,Adelia Barros Colaco Emef,Municipal,2019,195.37,4.8,,,não cactus,2017,,211.06,237.57
1560,CE,2302206,Beberibe,23058579,Germano Jose Do Nascimento Emef,Municipal,2005,,,,,não cactus,2017,,225.86,268.57
1561,CE,2302206,Beberibe,23058579,Germano Jose Do Nascimento Emef,Municipal,2007,,,,,não cactus,2017,,225.86,268.57
1562,CE,2302206,Beberibe,23058579,Germano Jose Do Nascimento Emef,Municipal,2009,199.0,4.5,,,não cactus,2017,,225.86,268.57
1563,CE,2302206,Beberibe,23058579,Germano Jose Do Nascimento Emef,Municipal,2011,198.99,4.5,249.24,4.1,não cactus,2017,,225.86,268.57
1564,CE,2302206,Beberibe,23058579,Germano Jose Do Nascimento Emef,Municipal,2013,213.12,5.5,249.04,4.6,não cactus,2017,,225.86,268.57
1565,CE,2302206,Beberibe,23058579,Germano Jose Do Nascimento Emef,Municipal,2015,,6.2,,4.6,não cactus,2017,,225.86,268.57
1566,CE,2302206,Beberibe,23058579,Germano Jose Do Nascimento Emef,Municipal,2017,225.86,6.1,268.57,5.6,não cactus,2017,,225.86,268.57
1567,CE,2302206,Beberibe,23058579,Germano Jose Do Nascimento Emef,Municipal,2019,210.24,5.8,276.85,5.3,não cactus,2017,,225.86,268.57
1568,CE,2302206,Beberibe,23058609,Pedro De Queiroz Ferreira Emef,Municipal,2005,,,,,não cactus,2017,,202.72,253.66
1569,CE,2302206,Beberibe,23058609,Pedro De Queiroz Ferreira Emef,Municipal,2007,155.84,2.6,,,não cactus,2017,,202.72,253.66
1570,CE,2302206,Beberibe,23058609,Pedro De Queiroz Ferreira Emef,Municipal,2009,215.24,5.0,,,não cactus,2017,,202.72,253.66
1571,CE,2302206,Beberibe,23058609,Pedro De Queiroz Ferreira Emef,Municipal,2011,207.92,4.9,,,não cactus,2017,,202.72,253.66
1572,CE,2302206,Beberibe,23058609,Pedro De Queiroz Ferreira Emef,Municipal,2013,191.17,4.7,257.78,4.6,não cactus,2017,,202.72,253.66
1573,CE,2302206,Beberibe,23058609,Pedro De Queiroz Ferreira Emef,Municipal,2015,233.74,6.2,243.68,4.2,não cactus,2017,,202.72,253.66
1574,CE,2302206,Beberibe,23058609,Pedro De Queiroz Ferreira Emef,Municipal,2017,202.72,5.1,253.66,5.1,não cactus,2017,,202.72,253.66
1575,CE,2302206,Beberibe,23058609,Pedro De Queiroz Ferreira Emef,Municipal,2019,224.56,6.2,274.9,5.0,não cactus,2017,,202.72,253.66
1576,CE,2302206,Beberibe,23058617,Jose Bessa Emef,Municipal,2005,,,,,não cactus,2017,,240.82,261.22
1577,CE,2302206,Beberibe,23058617,Jose Bessa Emef,Municipal,2007,,,,,não cactus,2017,,240.82,261.22
1578,CE,2302206,Beberibe,23058617,Jose Bessa Emef,Municipal,2009,204.71,4.7,236.44,3.8,não cactus,2017,,240.82,261.22
1579,CE,2302206,Beberibe,23058617,Jose Bessa Emef,Municipal,2011,204.74,4.6,228.75,4.0,não cactus,2017,,240.82,261.22
1580,CE,2302206,Beberibe,23058617,Jose Bessa Emef,Municipal,2013,216.52,5.6,256.53,5.1,não cactus,2017,,240.82,261.22
1581,CE,2302206,Beberibe,23058617,Jose Bessa Emef,Municipal,2015,,6.3,,5.0,não cactus,2017,,240.82,261.22
1582,CE,2302206,Beberibe,23058617,Jose Bessa Emef,Municipal,2017,240.82,6.2,261.22,4.9,não cactus,2017,,240.82,261.22
1583,CE,2302206,Beberibe,23058617,Jose Bessa Emef,Municipal,2019,217.82,5.1,276.58,5.2,não cactus,2017,,240.82,261.22
1584,CE,2302206,Beberibe,23058668,Jose Roldao De Oliveira Emef,Municipal,2005,,,,,não cactus,2017,,188.03,241.32
1585,CE,2302206,Beberibe,23058668,Jose Roldao De Oliveira Emef,Municipal,2007,,,,,não cactus,2017,,188.03,241.32
1586,CE,2302206,Beberibe,23058668,Jose Roldao De Oliveira Emef,Municipal,2009,182.62,4.1,243.19,3.8,não cactus,2017,,188.03,241.32
1587,CE,2302206,Beberibe,23058668,Jose Roldao De Oliveira Emef,Municipal,2011,195.77,4.0,255.67,4.0,não cactus,2017,,188.03,241.32
1588,CE,2302206,Beberibe,23058668,Jose Roldao De Oliveira Emef,Municipal,2013,206.93,4.9,258.27,4.6,não cactus,2017,,188.03,241.32
1589,CE,2302206,Beberibe,23058668,Jose Roldao De Oliveira Emef,Municipal,2015,,5.1,,4.1,não cactus,2017,,188.03,241.32
1590,CE,2302206,Beberibe,23058668,Jose Roldao De Oliveira Emef,Municipal,2017,188.03,4.8,241.32,4.2,não cactus,2017,,188.03,241.32
1591,CE,2302206,Beberibe,23058668,Jose Roldao De Oliveira Emef,Municipal,2019,215.85,4.8,253.69,4.4,não cactus,2017,,188.03,241.32
1592,CE,2302206,Beberibe,23058684,Luis Goncalves Emef,Municipal,2005,,,,,não cactus,2017,,200.37,233.93
1593,CE,2302206,Beberibe,23058684,Luis Goncalves Emef,Municipal,2007,,,,,não cactus,2017,,200.37,233.93
1594,CE,2302206,Beberibe,23058684,Luis Goncalves Emef,Municipal,2009,178.86,4.0,,,não cactus,2017,,200.37,233.93
1595,CE,2302206,Beberibe,23058684,Luis Goncalves Emef,Municipal,2011,191.7,4.2,,,não cactus,2017,,200.37,233.93
1596,CE,2302206,Beberibe,23058684,Luis Goncalves Emef,Municipal,2013,,,,,não cactus,2017,,200.37,233.93
1597,CE,2302206,Beberibe,23058684,Luis Goncalves Emef,Municipal,2015,,,,,não cactus,2017,,200.37,233.93
1598,CE,2302206,Beberibe,23058684,Luis Goncalves Emef,Municipal,2017,200.37,4.8,233.93,,não cactus,2017,,200.37,233.93
1599,CE,2302206,Beberibe,23058684,Luis Goncalves Emef,Municipal,2019,,,,,não cactus,2017,,200.37,233.93
1600,CE,2302206,Beberibe,23058692,Mario Alencar Emef,Municipal,2005,,,,,não cactus,2017,,217.31,253.15
1601,CE,2302206,Beberibe,23058692,Mario Alencar Emef,Municipal,2007,,,,,não cactus,2017,,217.31,253.15
1602,CE,2302206,Beberibe,23058692,Mario Alencar Emef,Municipal,2009,196.27,4.0,246.96,4.2,não cactus,2017,,217.31,253.15
1603,CE,2302206,Beberibe,23058692,Mario Alencar Emef,Municipal,2011,209.16,4.9,250.7,4.3,não cactus,2017,,217.31,253.15
1604,CE,2302206,Beberibe,23058692,Mario Alencar Emef,Municipal,2013,196.71,4.7,241.74,4.2,não cactus,2017,,217.31,253.15
1605,CE,2302206,Beberibe,23058692,Mario Alencar Emef,Municipal,2015,,5.8,,4.6,não cactus,2017,,217.31,253.15
1606,CE,2302206,Beberibe,23058692,Mario Alencar Emef,Municipal,2017,217.31,5.8,253.15,4.7,não cactus,2017,,217.31,253.15
1607,CE,2302206,Beberibe,23058692,Mario Alencar Emef,Municipal,2019,224.25,5.6,282.79,5.5,não cactus,2017,,217.31,253.15
1608,CE,2302206,Beberibe,23058765,Jose De Alencar Emef,Municipal,2005,,,,,não cactus,2017,,218.56,248.18
1609,CE,2302206,Beberibe,23058765,Jose De Alencar Emef,Municipal,2007,,,,,não cactus,2017,,218.56,248.18
1610,CE,2302206,Beberibe,23058765,Jose De Alencar Emef,Municipal,2009,199.18,5.0,,,não cactus,2017,,218.56,248.18
1611,CE,2302206,Beberibe,23058765,Jose De Alencar Emef,Municipal,2011,187.1,4.3,231.79,4.1,não cactus,2017,,218.56,248.18
1612,CE,2302206,Beberibe,23058765,Jose De Alencar Emef,Municipal,2013,,,248.64,4.8,não cactus,2017,,218.56,248.18
1613,CE,2302206,Beberibe,23058765,Jose De Alencar Emef,Municipal,2015,,5.6,,4.4,não cactus,2017,,218.56,248.18
1614,CE,2302206,Beberibe,23058765,Jose De Alencar Emef,Municipal,2017,218.56,5.9,248.18,5.1,não cactus,2017,,218.56,248.18
1615,CE,2302206,Beberibe,23058765,Jose De Alencar Emef,Municipal,2019,221.13,5.4,265.61,5.1,não cactus,2017,,218.56,248.18
1616,CE,2302206,Beberibe,23058919,Sao Bernardo Emef,Municipal,2005,,,,,não cactus,2017,,241.3,297.29
1617,CE,2302206,Beberibe,23058919,Sao Bernardo Emef,Municipal,2007,,,255.4,3.6,não cactus,2017,,241.3,297.29
1618,CE,2302206,Beberibe,23058919,Sao Bernardo Emef,Municipal,2009,199.42,4.2,235.15,3.7,não cactus,2017,,241.3,297.29
1619,CE,2302206,Beberibe,23058919,Sao Bernardo Emef,Municipal,2011,,,258.51,3.9,não cactus,2017,,241.3,297.29
1620,CE,2302206,Beberibe,23058919,Sao Bernardo Emef,Municipal,2013,215.18,5.1,259.98,4.4,não cactus,2017,,241.3,297.29
1621,CE,2302206,Beberibe,23058919,Sao Bernardo Emef,Municipal,2015,228.33,5.5,284.29,5.1,não cactus,2017,,241.3,297.29
1622,CE,2302206,Beberibe,23058919,Sao Bernardo Emef,Municipal,2017,241.3,6.4,297.29,5.7,não cactus,2017,,241.3,297.29
1623,CE,2302206,Beberibe,23058919,Sao Bernardo Emef,Municipal,2019,248.23,6.3,293.53,5.4,não cactus,2017,,241.3,297.29
1624,CE,2302206,Beberibe,23058960,Joaquim De Jesus Dourado Monsenhor Emef,Municipal,2005,151.57,3.3,211.66,2.7,não cactus,2017,,259.86,297.46
1625,CE,2302206,Beberibe,23058960,Joaquim De Jesus Dourado Monsenhor Emef,Municipal,2007,166.78,3.1,239.17,3.6,não cactus,2017,,259.86,297.46
1626,CE,2302206,Beberibe,23058960,Joaquim De Jesus Dourado Monsenhor Emef,Municipal,2009,214.23,4.7,234.23,3.9,não cactus,2017,,259.86,297.46
1627,CE,2302206,Beberibe,23058960,Joaquim De Jesus Dourado Monsenhor Emef,Municipal,2011,237.34,5.9,268.43,5.1,não cactus,2017,,259.86,297.46
1628,CE,2302206,Beberibe,23058960,Joaquim De Jesus Dourado Monsenhor Emef,Municipal,2013,233.9,5.8,281.54,5.2,não cactus,2017,,259.86,297.46
1629,CE,2302206,Beberibe,23058960,Joaquim De Jesus Dourado Monsenhor Emef,Municipal,2015,,6.1,,5.6,não cactus,2017,,259.86,297.46
1630,CE,2302206,Beberibe,23058960,Joaquim De Jesus Dourado Monsenhor Emef,Municipal,2017,259.86,6.2,297.46,6.0,não cactus,2017,,259.86,297.46
1631,CE,2302206,Beberibe,23058960,Joaquim De Jesus Dourado Monsenhor Emef,Municipal,2019,247.88,6.1,314.42,6.2,não cactus,2017,,259.86,297.46
1632,CE,2302206,Beberibe,23059079,Bom Jesus Dos Navegantes Emef,Municipal,2005,,,,,não cactus,2017,,210.33,246.41
1633,CE,2302206,Beberibe,23059079,Bom Jesus Dos Navegantes Emef,Municipal,2007,,,,,não cactus,2017,,210.33,246.41
1634,CE,2302206,Beberibe,23059079,Bom Jesus Dos Navegantes Emef,Municipal,2009,194.04,4.3,,,não cactus,2017,,210.33,246.41
1635,CE,2302206,Beberibe,23059079,Bom Jesus Dos Navegantes Emef,Municipal,2011,182.35,4.0,252.81,3.9,não cactus,2017,,210.33,246.41
1636,CE,2302206,Beberibe,23059079,Bom Jesus Dos Navegantes Emef,Municipal,2013,179.21,4.3,240.74,4.4,não cactus,2017,,210.33,246.41
1637,CE,2302206,Beberibe,23059079,Bom Jesus Dos Navegantes Emef,Municipal,2015,,,,,não cactus,2017,,210.33,246.41
1638,CE,2302206,Beberibe,23059079,Bom Jesus Dos Navegantes Emef,Municipal,2017,210.33,5.7,246.41,4.4,não cactus,2017,,210.33,246.41
1639,CE,2302206,Beberibe,23059079,Bom Jesus Dos Navegantes Emef,Municipal,2019,216.55,5.0,282.81,5.5,não cactus,2017,,210.33,246.41
1640,CE,2302206,Beberibe,23059133,Isabel Pinheiro De Lima Emef,Municipal,2005,,,,,não cactus,2017,,234.01,267.35
1641,CE,2302206,Beberibe,23059133,Isabel Pinheiro De Lima Emef,Municipal,2007,,,,,não cactus,2017,,234.01,267.35
1642,CE,2302206,Beberibe,23059133,Isabel Pinheiro De Lima Emef,Municipal,2009,,,,,não cactus,2017,,234.01,267.35
1643,CE,2302206,Beberibe,23059133,Isabel Pinheiro De Lima Emef,Municipal,2011,215.72,4.6,,,não cactus,2017,,234.01,267.35
1644,CE,2302206,Beberibe,23059133,Isabel Pinheiro De Lima Emef,Municipal,2013,212.91,5.0,,,não cactus,2017,,234.01,267.35
1645,CE,2302206,Beberibe,23059133,Isabel Pinheiro De Lima Emef,Municipal,2015,,,,,não cactus,2017,,234.01,267.35
1646,CE,2302206,Beberibe,23059133,Isabel Pinheiro De Lima Emef,Municipal,2017,234.01,5.8,267.35,5.0,não cactus,2017,,234.01,267.35
1647,CE,2302206,Beberibe,23059133,Isabel Pinheiro De Lima Emef,Municipal,2019,230.14,5.6,255.99,4.5,não cactus,2017,,234.01,267.35
1648,CE,2302206,Beberibe,23059184,Jose Themio Bezerra Doutor Emef,Municipal,2005,,,,,não cactus,2017,,225.22,283.97
1649,CE,2302206,Beberibe,23059184,Jose Themio Bezerra Doutor Emef,Municipal,2007,,,,,não cactus,2017,,225.22,283.97
1650,CE,2302206,Beberibe,23059184,Jose Themio Bezerra Doutor Emef,Municipal,2009,194.75,4.4,240.96,4.1,não cactus,2017,,225.22,283.97
1651,CE,2302206,Beberibe,23059184,Jose Themio Bezerra Doutor Emef,Municipal,2011,,,,,não cactus,2017,,225.22,283.97
1652,CE,2302206,Beberibe,23059184,Jose Themio Bezerra Doutor Emef,Municipal,2013,,,240.32,4.6,não cactus,2017,,225.22,283.97
1653,CE,2302206,Beberibe,23059184,Jose Themio Bezerra Doutor Emef,Municipal,2015,226.11,6.1,236.36,4.4,não cactus,2017,,225.22,283.97
1654,CE,2302206,Beberibe,23059184,Jose Themio Bezerra Doutor Emef,Municipal,2017,225.22,5.6,283.97,5.4,não cactus,2017,,225.22,283.97
1655,CE,2302206,Beberibe,23059184,Jose Themio Bezerra Doutor Emef,Municipal,2019,217.42,5.5,300.38,5.8,não cactus,2017,,225.22,283.97
1656,CE,2302206,Beberibe,23059265,Benedito Evaristo Pinheiro Emef,Municipal,2005,169.96,3.2,204.66,2.6,não cactus,2017,,214.72,255.56
1657,CE,2302206,Beberibe,23059265,Benedito Evaristo Pinheiro Emef,Municipal,2007,164.19,3.1,229.38,3.9,não cactus,2017,,214.72,255.56
1658,CE,2302206,Beberibe,23059265,Benedito Evaristo Pinheiro Emef,Municipal,2009,184.96,4.1,243.79,4.3,não cactus,2017,,214.72,255.56
1659,CE,2302206,Beberibe,23059265,Benedito Evaristo Pinheiro Emef,Municipal,2011,220.36,5.3,244.33,4.2,não cactus,2017,,214.72,255.56
1660,CE,2302206,Beberibe,23059265,Benedito Evaristo Pinheiro Emef,Municipal,2013,192.28,4.7,231.09,4.1,não cactus,2017,,214.72,255.56
1661,CE,2302206,Beberibe,23059265,Benedito Evaristo Pinheiro Emef,Municipal,2015,212.9,5.4,243.36,4.7,não cactus,2017,,214.72,255.56
1662,CE,2302206,Beberibe,23059265,Benedito Evaristo Pinheiro Emef,Municipal,2017,214.72,5.4,255.56,5.3,não cactus,2017,,214.72,255.56
1663,CE,2302206,Beberibe,23059265,Benedito Evaristo Pinheiro Emef,Municipal,2019,200.14,5.2,247.46,4.7,não cactus,2017,,214.72,255.56
1664,CE,2302206,Beberibe,23059273,Betesda Centro De Educacao Municipal De Ensino Fundamental,Municipal,2005,,,,,não cactus,2017,,226.29,268.0
1665,CE,2302206,Beberibe,23059273,Betesda Centro De Educacao Municipal De Ensino Fundamental,Municipal,2007,,,,,não cactus,2017,,226.29,268.0
1666,CE,2302206,Beberibe,23059273,Betesda Centro De Educacao Municipal De Ensino Fundamental,Municipal,2009,168.11,2.8,,,não cactus,2017,,226.29,268.0
1667,CE,2302206,Beberibe,23059273,Betesda Centro De Educacao Municipal De Ensino Fundamental,Municipal,2011,199.01,4.4,233.45,3.8,não cactus,2017,,226.29,268.0
1668,CE,2302206,Beberibe,23059273,Betesda Centro De Educacao Municipal De Ensino Fundamental,Municipal,2013,,,232.83,3.6,não cactus,2017,,226.29,268.0
1669,CE,2302206,Beberibe,23059273,Betesda Centro De Educacao Municipal De Ensino Fundamental,Municipal,2015,,4.7,,4.3,não cactus,2017,,226.29,268.0
1670,CE,2302206,Beberibe,23059273,Betesda Centro De Educacao Municipal De Ensino Fundamental,Municipal,2017,226.29,5.8,268.0,4.8,não cactus,2017,,226.29,268.0
1671,CE,2302206,Beberibe,23059273,Betesda Centro De Educacao Municipal De Ensino Fundamental,Municipal,2019,227.15,5.4,285.46,4.7,não cactus,2017,,226.29,268.0
1672,CE,2302206,Beberibe,23059303,Gregorio Bezerra Da Silva Emef,Municipal,2005,,,,,não cactus,2017,,215.32,262.9
1673,CE,2302206,Beberibe,23059303,Gregorio Bezerra Da Silva Emef,Municipal,2007,,,,,não cactus,2017,,215.32,262.9
1674,CE,2302206,Beberibe,23059303,Gregorio Bezerra Da Silva Emef,Municipal,2009,180.25,2.6,220.6,2.8,não cactus,2017,,215.32,262.9
1675,CE,2302206,Beberibe,23059303,Gregorio Bezerra Da Silva Emef,Municipal,2011,185.46,4.8,205.68,3.3,não cactus,2017,,215.32,262.9
1676,CE,2302206,Beberibe,23059303,Gregorio Bezerra Da Silva Emef,Municipal,2013,201.61,4.7,216.54,3.7,não cactus,2017,,215.32,262.9
1677,CE,2302206,Beberibe,23059303,Gregorio Bezerra Da Silva Emef,Municipal,2015,,5.7,,3.7,não cactus,2017,,215.32,262.9
1678,CE,2302206,Beberibe,23059303,Gregorio Bezerra Da Silva Emef,Municipal,2017,215.32,5.4,262.9,5.1,não cactus,2017,,215.32,262.9
1679,CE,2302206,Beberibe,23059303,Gregorio Bezerra Da Silva Emef,Municipal,2019,197.03,4.8,265.52,5.3,não cactus,2017,,215.32,262.9
1680,CE,2302206,Beberibe,23059532,Castro Alves Emef,Municipal,2005,,,,,não cactus,2017,,233.52,287.3
1681,CE,2302206,Beberibe,23059532,Castro Alves Emef,Municipal,2007,,,,,não cactus,2017,,233.52,287.3
1682,CE,2302206,Beberibe,23059532,Castro Alves Emef,Municipal,2009,230.26,4.9,241.14,4.0,não cactus,2017,,233.52,287.3
1683,CE,2302206,Beberibe,23059532,Castro Alves Emef,Municipal,2011,252.31,5.4,266.6,4.8,não cactus,2017,,233.52,287.3
1684,CE,2302206,Beberibe,23059532,Castro Alves Emef,Municipal,2013,219.28,5.2,277.14,5.1,não cactus,2017,,233.52,287.3
1685,CE,2302206,Beberibe,23059532,Castro Alves Emef,Municipal,2015,226.39,5.6,256.42,4.6,não cactus,2017,,233.52,287.3
1686,CE,2302206,Beberibe,23059532,Castro Alves Emef,Municipal,2017,233.52,6.0,287.3,5.6,não cactus,2017,,233.52,287.3
1687,CE,2302206,Beberibe,23059532,Castro Alves Emef,Municipal,2019,238.3,6.2,300.18,6.0,não cactus,2017,,233.52,287.3
1688,CE,2302206,Beberibe,23059583,Jose Francisco Das Chagas Emef,Municipal,2005,,,,,não cactus,2017,,252.18,294.85
1689,CE,2302206,Beberibe,23059583,Jose Francisco Das Chagas Emef,Municipal,2007,,,,,não cactus,2017,,252.18,294.85
1690,CE,2302206,Beberibe,23059583,Jose Francisco Das Chagas Emef,Municipal,2009,230.18,5.3,,,não cactus,2017,,252.18,294.85
1691,CE,2302206,Beberibe,23059583,Jose Francisco Das Chagas Emef,Municipal,2011,243.71,6.6,,,não cactus,2017,,252.18,294.85
1692,CE,2302206,Beberibe,23059583,Jose Francisco Das Chagas Emef,Municipal,2013,,,265.86,5.1,não cactus,2017,,252.18,294.85
1693,CE,2302206,Beberibe,23059583,Jose Francisco Das Chagas Emef,Municipal,2015,237.95,6.7,272.41,5.6,não cactus,2017,,252.18,294.85
1694,CE,2302206,Beberibe,23059583,Jose Francisco Das Chagas Emef,Municipal,2017,252.18,7.1,294.85,6.0,não cactus,2017,,252.18,294.85
1695,CE,2302206,Beberibe,23059583,Jose Francisco Das Chagas Emef,Municipal,2019,251.42,7.2,291.24,5.9,não cactus,2017,,252.18,294.85
1696,CE,2302206,Beberibe,23059664,Raimunda Carneiro Emef,Municipal,2005,154.49,2.8,,,não cactus,2017,,259.22,267.4
1697,CE,2302206,Beberibe,23059664,Raimunda Carneiro Emef,Municipal,2007,,,,,não cactus,2017,,259.22,267.4
1698,CE,2302206,Beberibe,23059664,Raimunda Carneiro Emef,Municipal,2009,221.0,5.4,228.03,4.5,não cactus,2017,,259.22,267.4
1699,CE,2302206,Beberibe,23059664,Raimunda Carneiro Emef,Municipal,2011,230.33,5.8,263.11,5.2,não cactus,2017,,259.22,267.4
1700,CE,2302206,Beberibe,23059664,Raimunda Carneiro Emef,Municipal,2013,214.9,5.3,,,não cactus,2017,,259.22,267.4
1701,CE,2302206,Beberibe,23059664,Raimunda Carneiro Emef,Municipal,2015,,6.6,,5.4,não cactus,2017,,259.22,267.4
1702,CE,2302206,Beberibe,23059664,Raimunda Carneiro Emef,Municipal,2017,259.22,7.5,267.4,5.7,não cactus,2017,,259.22,267.4
1703,CE,2302206,Beberibe,23059664,Raimunda Carneiro Emef,Municipal,2019,233.62,6.5,267.58,5.6,não cactus,2017,,259.22,267.4
1704,CE,2302206,Beberibe,23204206,Pedro De Queiroz Desembargador Emef,Municipal,2005,178.42,3.8,220.0,3.1,não cactus,2017,,217.33,261.23
1705,CE,2302206,Beberibe,23204206,Pedro De Queiroz Desembargador Emef,Municipal,2007,157.22,2.9,231.62,3.0,não cactus,2017,,217.33,261.23
1706,CE,2302206,Beberibe,23204206,Pedro De Queiroz Desembargador Emef,Municipal,2009,216.53,5.0,242.16,4.1,não cactus,2017,,217.33,261.23
1707,CE,2302206,Beberibe,23204206,Pedro De Queiroz Desembargador Emef,Municipal,2011,231.97,5.9,247.87,4.4,não cactus,2017,,217.33,261.23
1708,CE,2302206,Beberibe,23204206,Pedro De Queiroz Desembargador Emef,Municipal,2013,212.13,4.9,257.31,4.9,não cactus,2017,,217.33,261.23
1709,CE,2302206,Beberibe,23204206,Pedro De Queiroz Desembargador Emef,Municipal,2015,,5.3,,4.9,não cactus,2017,,217.33,261.23
1710,CE,2302206,Beberibe,23204206,Pedro De Queiroz Desembargador Emef,Municipal,2017,217.33,5.1,261.23,5.1,não cactus,2017,,217.33,261.23
1711,CE,2302206,Beberibe,23204206,Pedro De Queiroz Desembargador Emef,Municipal,2019,217.94,5.5,269.8,5.0,não cactus,2017,,217.33,261.23
1712,CE,2302206,Beberibe,23207337,Raul Barbosa Emef,Municipal,2005,155.89,3.0,207.93,2.7,não cactus,2017,,225.74,251.69
1713,CE,2302206,Beberibe,23207337,Raul Barbosa Emef,Municipal,2007,158.9,2.7,213.78,3.0,não cactus,2017,,225.74,251.69
1714,CE,2302206,Beberibe,23207337,Raul Barbosa Emef,Municipal,2009,187.44,4.2,230.3,4.0,não cactus,2017,,225.74,251.69
1715,CE,2302206,Beberibe,23207337,Raul Barbosa Emef,Municipal,2011,183.29,4.1,225.41,3.9,não cactus,2017,,225.74,251.69
1716,CE,2302206,Beberibe,23207337,Raul Barbosa Emef,Municipal,2013,189.47,4.8,238.62,4.2,não cactus,2017,,225.74,251.69
1717,CE,2302206,Beberibe,23207337,Raul Barbosa Emef,Municipal,2015,193.22,4.8,236.81,4.5,não cactus,2017,,225.74,251.69
1718,CE,2302206,Beberibe,23207337,Raul Barbosa Emef,Municipal,2017,225.74,6.1,251.69,4.5,não cactus,2017,,225.74,251.69
