,Sigla da UF,Código do Município,Nome do Município_x,Código da Escola,Nome da Escola,Rede,ano,MT_5o,IDEB_5o,MT_9o,IDEB_9o,Nome do Município_y,cactus
4384,CE,2302800,Canindé,23047704,Maria Aglae Goncalves Monteiro Esc Mul,Municipal,2005,155.24,2.6,,,Canindé,não cactus
4385,CE,2302800,Canindé,23047704,Maria Aglae Goncalves Monteiro Esc Mul,Municipal,2007,177.77,3.6,,,Canindé,não cactus
4386,CE,2302800,Canindé,23047704,Maria Aglae Goncalves Monteiro Esc Mul,Municipal,2009,177.23,3.7,210.18,3.7,Canindé,não cactus
4387,CE,2302800,Canindé,23047704,Maria Aglae Goncalves Monteiro Esc Mul,Municipal,2011,176.11,3.3,240.11,4.2,Canindé,não cactus
4388,CE,2302800,Canindé,23047704,Maria Aglae Goncalves Monteiro Esc Mul,Municipal,2013,204.08,4.7,263.22,4.7,Canindé,não cactus
4389,CE,2302800,Canindé,23047704,Maria Aglae Goncalves Monteiro Esc Mul,Municipal,2015,190.17,4.1,251.66,4.3,Canindé,não cactus
4390,CE,2302800,Canindé,23047704,Maria Aglae Goncalves Monteiro Esc Mul,Municipal,2017,203.9,4.8,,,Canindé,não cactus
4391,CE,2302800,Canindé,23047704,Maria Aglae Goncalves Monteiro Esc Mul,Municipal,2019,244.82,6.4,,,Canindé,não cactus
4392,CE,2302800,Canindé,23047747,Melvin Jones Esc Mul,Municipal,2005,148.88,2.4,,,Canindé,não cactus
4393,CE,2302800,Canindé,23047747,Melvin Jones Esc Mul,Municipal,2007,166.89,3.3,,,Canindé,não cactus
4394,CE,2302800,Canindé,23047747,Melvin Jones Esc Mul,Municipal,2009,171.64,3.4,218.82,3.7,Canindé,não cactus
4395,CE,2302800,Canindé,23047747,Melvin Jones Esc Mul,Municipal,2011,196.06,4.6,226.74,4.2,Canindé,não cactus
4396,CE,2302800,Canindé,23047747,Melvin Jones Esc Mul,Municipal,2013,,,217.01,3.5,Canindé,não cactus
4397,CE,2302800,Canindé,23047747,Melvin Jones Esc Mul,Municipal,2015,220.01,5.7,251.6,4.0,Canindé,não cactus
4398,CE,2302800,Canindé,23047747,Melvin Jones Esc Mul,Municipal,2017,201.79,5.0,251.8,3.2,Canindé,não cactus
4399,CE,2302800,Canindé,23047747,Melvin Jones Esc Mul,Municipal,2019,252.01,6.7,,,Canindé,não cactus
4400,CE,2302800,Canindé,23047763,Merces Dos Santos Gomes Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4401,CE,2302800,Canindé,23047763,Merces Dos Santos Gomes Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4402,CE,2302800,Canindé,23047763,Merces Dos Santos Gomes Esc Mul,Municipal,2009,,,,,Canindé,não cactus
4403,CE,2302800,Canindé,23047763,Merces Dos Santos Gomes Esc Mul,Municipal,2011,,,,,Canindé,não cactus
4404,CE,2302800,Canindé,23047763,Merces Dos Santos Gomes Esc Mul,Municipal,2013,,,,,Canindé,não cactus
4405,CE,2302800,Canindé,23047763,Merces Dos Santos Gomes Esc Mul,Municipal,2015,,4.5,,4.2,Canindé,não cactus
4406,CE,2302800,Canindé,23047763,Merces Dos Santos Gomes Esc Mul,Municipal,2017,198.8,4.7,235.62,3.7,Canindé,não cactus
4407,CE,2302800,Canindé,23047763,Merces Dos Santos Gomes Esc Mul,Municipal,2019,199.88,5.3,243.49,4.7,Canindé,não cactus
4408,CE,2302800,Canindé,23048026,Raimundo Ourives Andrade Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4409,CE,2302800,Canindé,23048026,Raimundo Ourives Andrade Esc Mul,Municipal,2007,150.3,3.1,,,Canindé,não cactus
4410,CE,2302800,Canindé,23048026,Raimundo Ourives Andrade Esc Mul,Municipal,2009,182.67,3.0,,,Canindé,não cactus
4411,CE,2302800,Canindé,23048026,Raimundo Ourives Andrade Esc Mul,Municipal,2011,,,,,Canindé,não cactus
4412,CE,2302800,Canindé,23048026,Raimundo Ourives Andrade Esc Mul,Municipal,2013,173.85,3.9,,,Canindé,não cactus
4413,CE,2302800,Canindé,23048026,Raimundo Ourives Andrade Esc Mul,Municipal,2015,,,,,Canindé,não cactus
4414,CE,2302800,Canindé,23048026,Raimundo Ourives Andrade Esc Mul,Municipal,2017,210.26,4.8,,,Canindé,não cactus
4415,CE,2302800,Canindé,23048026,Raimundo Ourives Andrade Esc Mul,Municipal,2019,,,,,Canindé,não cactus
4416,CE,2302800,Canindé,23048123,Valdemar Gomes Da Silva Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4417,CE,2302800,Canindé,23048123,Valdemar Gomes Da Silva Esc Mul,Municipal,2007,183.95,3.8,,,Canindé,não cactus
4418,CE,2302800,Canindé,23048123,Valdemar Gomes Da Silva Esc Mul,Municipal,2009,189.53,4.1,,,Canindé,não cactus
4419,CE,2302800,Canindé,23048123,Valdemar Gomes Da Silva Esc Mul,Municipal,2011,181.75,4.3,227.52,4.1,Canindé,não cactus
4420,CE,2302800,Canindé,23048123,Valdemar Gomes Da Silva Esc Mul,Municipal,2013,167.34,3.2,,,Canindé,não cactus
4421,CE,2302800,Canindé,23048123,Valdemar Gomes Da Silva Esc Mul,Municipal,2015,194.3,4.4,243.97,4.0,Canindé,não cactus
4422,CE,2302800,Canindé,23048123,Valdemar Gomes Da Silva Esc Mul,Municipal,2017,,,221.92,3.9,Canindé,não cactus
4423,CE,2302800,Canindé,23048123,Valdemar Gomes Da Silva Esc Mul,Municipal,2019,,,,,Canindé,não cactus
4424,CE,2302800,Canindé,23048182,Elpidio Carvalho Esc Mul Dr,Municipal,2005,,,,,Canindé,não cactus
4425,CE,2302800,Canindé,23048182,Elpidio Carvalho Esc Mul Dr,Municipal,2007,149.53,2.5,,,Canindé,não cactus
4426,CE,2302800,Canindé,23048182,Elpidio Carvalho Esc Mul Dr,Municipal,2009,189.89,3.9,,,Canindé,não cactus
4427,CE,2302800,Canindé,23048182,Elpidio Carvalho Esc Mul Dr,Municipal,2011,200.1,4.5,,,Canindé,não cactus
4428,CE,2302800,Canindé,23048182,Elpidio Carvalho Esc Mul Dr,Municipal,2013,183.31,3.2,,,Canindé,não cactus
4429,CE,2302800,Canindé,23048182,Elpidio Carvalho Esc Mul Dr,Municipal,2015,,,,,Canindé,não cactus
4430,CE,2302800,Canindé,23048182,Elpidio Carvalho Esc Mul Dr,Municipal,2017,205.0,5.0,,,Canindé,não cactus
4431,CE,2302800,Canindé,23048182,Elpidio Carvalho Esc Mul Dr,Municipal,2019,233.71,6.2,,,Canindé,não cactus
4432,CE,2302800,Canindé,23048280,Jose Antonio Esc Mul Pe,Municipal,2005,,,,,Canindé,não cactus
4433,CE,2302800,Canindé,23048280,Jose Antonio Esc Mul Pe,Municipal,2007,,,,,Canindé,não cactus
4434,CE,2302800,Canindé,23048280,Jose Antonio Esc Mul Pe,Municipal,2009,,,226.94,3.8,Canindé,não cactus
4435,CE,2302800,Canindé,23048280,Jose Antonio Esc Mul Pe,Municipal,2011,,,,,Canindé,não cactus
4436,CE,2302800,Canindé,23048280,Jose Antonio Esc Mul Pe,Municipal,2013,,,,,Canindé,não cactus
4437,CE,2302800,Canindé,23048280,Jose Antonio Esc Mul Pe,Municipal,2015,198.08,4.5,243.5,4.7,Canindé,não cactus
4438,CE,2302800,Canindé,23048280,Jose Antonio Esc Mul Pe,Municipal,2017,,,282.27,5.7,Canindé,não cactus
4439,CE,2302800,Canindé,23048280,Jose Antonio Esc Mul Pe,Municipal,2019,,,,,Canindé,não cactus
4440,CE,2302800,Canindé,23048344,Luciano Esc Mul Frei,Municipal,2005,,,,,Canindé,não cactus
4441,CE,2302800,Canindé,23048344,Luciano Esc Mul Frei,Municipal,2007,163.57,3.7,,,Canindé,não cactus
4442,CE,2302800,Canindé,23048344,Luciano Esc Mul Frei,Municipal,2009,,,,,Canindé,não cactus
4443,CE,2302800,Canindé,23048344,Luciano Esc Mul Frei,Municipal,2011,,,,,Canindé,não cactus
4444,CE,2302800,Canindé,23048344,Luciano Esc Mul Frei,Municipal,2013,,,,,Canindé,não cactus
4445,CE,2302800,Canindé,23048344,Luciano Esc Mul Frei,Municipal,2015,,,,,Canindé,não cactus
4446,CE,2302800,Canindé,23048344,Luciano Esc Mul Frei,Municipal,2017,194.64,5.0,,,Canindé,não cactus
4447,CE,2302800,Canindé,23048344,Luciano Esc Mul Frei,Municipal,2019,,,,,Canindé,não cactus
4448,CE,2302800,Canindé,23048468,Jose Pinto Damasceno Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4449,CE,2302800,Canindé,23048468,Jose Pinto Damasceno Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4450,CE,2302800,Canindé,23048468,Jose Pinto Damasceno Esc Mul,Municipal,2009,149.58,2.6,221.58,3.9,Canindé,não cactus
4451,CE,2302800,Canindé,23048468,Jose Pinto Damasceno Esc Mul,Municipal,2011,,,200.99,3.5,Canindé,não cactus
4452,CE,2302800,Canindé,23048468,Jose Pinto Damasceno Esc Mul,Municipal,2013,,,,,Canindé,não cactus
4453,CE,2302800,Canindé,23048468,Jose Pinto Damasceno Esc Mul,Municipal,2015,,,,,Canindé,não cactus
4454,CE,2302800,Canindé,23048468,Jose Pinto Damasceno Esc Mul,Municipal,2017,190.43,4.8,233.84,4.3,Canindé,não cactus
4455,CE,2302800,Canindé,23048468,Jose Pinto Damasceno Esc Mul,Municipal,2019,211.62,5.9,238.02,4.3,Canindé,não cactus
4456,CE,2302800,Canindé,23048484,Lucio Pereira Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4457,CE,2302800,Canindé,23048484,Lucio Pereira Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4458,CE,2302800,Canindé,23048484,Lucio Pereira Esc Mul,Municipal,2009,,,,,Canindé,não cactus
4459,CE,2302800,Canindé,23048484,Lucio Pereira Esc Mul,Municipal,2011,186.0,3.4,,,Canindé,não cactus
4460,CE,2302800,Canindé,23048484,Lucio Pereira Esc Mul,Municipal,2013,,,,,Canindé,não cactus
4461,CE,2302800,Canindé,23048484,Lucio Pereira Esc Mul,Municipal,2015,,,,,Canindé,não cactus
4462,CE,2302800,Canindé,23048484,Lucio Pereira Esc Mul,Municipal,2017,,,,,Canindé,não cactus
4463,CE,2302800,Canindé,23048484,Lucio Pereira Esc Mul,Municipal,2019,223.82,6.5,,,Canindé,não cactus
4464,CE,2302800,Canindé,23048506,Manoel Cordeiro Da Cruz Esc Mul Pe,Municipal,2005,,,,,Canindé,não cactus
4465,CE,2302800,Canindé,23048506,Manoel Cordeiro Da Cruz Esc Mul Pe,Municipal,2007,,,,,Canindé,não cactus
4466,CE,2302800,Canindé,23048506,Manoel Cordeiro Da Cruz Esc Mul Pe,Municipal,2009,197.43,4.7,216.62,3.3,Canindé,não cactus
4467,CE,2302800,Canindé,23048506,Manoel Cordeiro Da Cruz Esc Mul Pe,Municipal,2011,173.51,4.0,248.71,4.2,Canindé,não cactus
4468,CE,2302800,Canindé,23048506,Manoel Cordeiro Da Cruz Esc Mul Pe,Municipal,2013,179.09,4.2,237.03,4.2,Canindé,não cactus
4469,CE,2302800,Canindé,23048506,Manoel Cordeiro Da Cruz Esc Mul Pe,Municipal,2015,,,226.81,3.8,Canindé,não cactus
4470,CE,2302800,Canindé,23048506,Manoel Cordeiro Da Cruz Esc Mul Pe,Municipal,2017,220.63,6.1,249.6,4.8,Canindé,não cactus
4471,CE,2302800,Canindé,23048506,Manoel Cordeiro Da Cruz Esc Mul Pe,Municipal,2019,,,269.9,5.6,Canindé,não cactus
4472,CE,2302800,Canindé,23048514,Manoel Januario De Lima Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4473,CE,2302800,Canindé,23048514,Manoel Januario De Lima Esc Mul,Municipal,2007,139.65,2.6,,,Canindé,não cactus
4474,CE,2302800,Canindé,23048514,Manoel Januario De Lima Esc Mul,Municipal,2009,,,226.71,4.0,Canindé,não cactus
4475,CE,2302800,Canindé,23048514,Manoel Januario De Lima Esc Mul,Municipal,2011,,,,,Canindé,não cactus
4476,CE,2302800,Canindé,23048514,Manoel Januario De Lima Esc Mul,Municipal,2013,178.48,4.5,,,Canindé,não cactus
4477,CE,2302800,Canindé,23048514,Manoel Januario De Lima Esc Mul,Municipal,2015,,,228.47,3.8,Canindé,não cactus
4478,CE,2302800,Canindé,23048514,Manoel Januario De Lima Esc Mul,Municipal,2017,197.23,4.2,225.61,4.0,Canindé,não cactus
4479,CE,2302800,Canindé,23048514,Manoel Januario De Lima Esc Mul,Municipal,2019,208.67,5.4,215.31,3.7,Canindé,não cactus
4480,CE,2302800,Canindé,23048697,Miguel Antonio Oliveira Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4481,CE,2302800,Canindé,23048697,Miguel Antonio Oliveira Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4482,CE,2302800,Canindé,23048697,Miguel Antonio Oliveira Esc Mul,Municipal,2009,,,,,Canindé,não cactus
4483,CE,2302800,Canindé,23048697,Miguel Antonio Oliveira Esc Mul,Municipal,2011,173.07,3.7,219.55,3.5,Canindé,não cactus
4484,CE,2302800,Canindé,23048697,Miguel Antonio Oliveira Esc Mul,Municipal,2013,,,,,Canindé,não cactus
4485,CE,2302800,Canindé,23048697,Miguel Antonio Oliveira Esc Mul,Municipal,2015,,,246.44,3.6,Canindé,não cactus
4486,CE,2302800,Canindé,23048697,Miguel Antonio Oliveira Esc Mul,Municipal,2017,200.75,5.1,246.72,4.6,Canindé,não cactus
4487,CE,2302800,Canindé,23048697,Miguel Antonio Oliveira Esc Mul,Municipal,2019,212.03,5.5,250.14,4.8,Canindé,não cactus
4488,CE,2302800,Canindé,23048743,Saria Cruz Da Silva Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4489,CE,2302800,Canindé,23048743,Saria Cruz Da Silva Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4490,CE,2302800,Canindé,23048743,Saria Cruz Da Silva Esc Mul,Municipal,2009,,,,,Canindé,não cactus
4491,CE,2302800,Canindé,23048743,Saria Cruz Da Silva Esc Mul,Municipal,2011,,,,,Canindé,não cactus
4492,CE,2302800,Canindé,23048743,Saria Cruz Da Silva Esc Mul,Municipal,2013,,,,,Canindé,não cactus
4493,CE,2302800,Canindé,23048743,Saria Cruz Da Silva Esc Mul,Municipal,2015,209.3,5.0,,,Canindé,não cactus
4494,CE,2302800,Canindé,23048743,Saria Cruz Da Silva Esc Mul,Municipal,2017,,,,,Canindé,não cactus
4495,CE,2302800,Canindé,23048743,Saria Cruz Da Silva Esc Mul,Municipal,2019,,,,,Canindé,não cactus
4496,CE,2302800,Canindé,23048751,Amelia Pessoa Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4497,CE,2302800,Canindé,23048751,Amelia Pessoa Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4498,CE,2302800,Canindé,23048751,Amelia Pessoa Esc Mul,Municipal,2009,177.16,3.7,,,Canindé,não cactus
4499,CE,2302800,Canindé,23048751,Amelia Pessoa Esc Mul,Municipal,2011,,,,,Canindé,não cactus
4500,CE,2302800,Canindé,23048751,Amelia Pessoa Esc Mul,Municipal,2013,,,,,Canindé,não cactus
4501,CE,2302800,Canindé,23048751,Amelia Pessoa Esc Mul,Municipal,2015,,,,,Canindé,não cactus
4502,CE,2302800,Canindé,23048751,Amelia Pessoa Esc Mul,Municipal,2017,,,,,Canindé,não cactus
4503,CE,2302800,Canindé,23048751,Amelia Pessoa Esc Mul,Municipal,2019,,,,,Canindé,não cactus
4504,CE,2302800,Canindé,23048840,Cirilo Barroso Sampaio Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4505,CE,2302800,Canindé,23048840,Cirilo Barroso Sampaio Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4506,CE,2302800,Canindé,23048840,Cirilo Barroso Sampaio Esc Mul,Municipal,2009,156.43,2.4,,,Canindé,não cactus
4507,CE,2302800,Canindé,23048840,Cirilo Barroso Sampaio Esc Mul,Municipal,2011,,,,,Canindé,não cactus
4508,CE,2302800,Canindé,23048840,Cirilo Barroso Sampaio Esc Mul,Municipal,2013,,,,,Canindé,não cactus
4509,CE,2302800,Canindé,23048840,Cirilo Barroso Sampaio Esc Mul,Municipal,2015,,,,,Canindé,não cactus
4510,CE,2302800,Canindé,23048840,Cirilo Barroso Sampaio Esc Mul,Municipal,2017,,,,,Canindé,não cactus
4511,CE,2302800,Canindé,23048840,Cirilo Barroso Sampaio Esc Mul,Municipal,2019,,,,,Canindé,não cactus
4512,CE,2302800,Canindé,23048905,Francisco Da Cruz Uchoa Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4513,CE,2302800,Canindé,23048905,Francisco Da Cruz Uchoa Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4514,CE,2302800,Canindé,23048905,Francisco Da Cruz Uchoa Esc Mul,Municipal,2009,,,,,Canindé,não cactus
4515,CE,2302800,Canindé,23048905,Francisco Da Cruz Uchoa Esc Mul,Municipal,2011,,,228.54,4.0,Canindé,não cactus
4516,CE,2302800,Canindé,23048905,Francisco Da Cruz Uchoa Esc Mul,Municipal,2013,,,219.86,3.0,Canindé,não cactus
4517,CE,2302800,Canindé,23048905,Francisco Da Cruz Uchoa Esc Mul,Municipal,2015,,,,2.9,Canindé,não cactus
4518,CE,2302800,Canindé,23048905,Francisco Da Cruz Uchoa Esc Mul,Municipal,2017,,,219.98,3.4,Canindé,não cactus
4519,CE,2302800,Canindé,23048905,Francisco Da Cruz Uchoa Esc Mul,Municipal,2019,234.76,5.5,,,Canindé,não cactus
4520,CE,2302800,Canindé,23048964,Joao Amaro De Souza Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4521,CE,2302800,Canindé,23048964,Joao Amaro De Souza Esc Mul,Municipal,2007,161.07,2.3,,,Canindé,não cactus
4522,CE,2302800,Canindé,23048964,Joao Amaro De Souza Esc Mul,Municipal,2009,180.81,3.2,,,Canindé,não cactus
4523,CE,2302800,Canindé,23048964,Joao Amaro De Souza Esc Mul,Municipal,2011,166.16,3.1,,,Canindé,não cactus
4524,CE,2302800,Canindé,23048964,Joao Amaro De Souza Esc Mul,Municipal,2013,201.37,3.9,,,Canindé,não cactus
4525,CE,2302800,Canindé,23048964,Joao Amaro De Souza Esc Mul,Municipal,2015,,,,,Canindé,não cactus
4526,CE,2302800,Canindé,23048964,Joao Amaro De Souza Esc Mul,Municipal,2017,197.78,4.8,254.41,3.8,Canindé,não cactus
4527,CE,2302800,Canindé,23048964,Joao Amaro De Souza Esc Mul,Municipal,2019,214.04,5.6,264.0,5.1,Canindé,não cactus
4528,CE,2302800,Canindé,23049006,Jose Bernardo Uchoa Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4529,CE,2302800,Canindé,23049006,Jose Bernardo Uchoa Esc Mul,Municipal,2007,178.43,3.4,240.35,3.9,Canindé,não cactus
4530,CE,2302800,Canindé,23049006,Jose Bernardo Uchoa Esc Mul,Municipal,2009,172.22,3.6,,,Canindé,não cactus
4531,CE,2302800,Canindé,23049006,Jose Bernardo Uchoa Esc Mul,Municipal,2011,188.68,4.2,,,Canindé,não cactus
4532,CE,2302800,Canindé,23049006,Jose Bernardo Uchoa Esc Mul,Municipal,2013,,,244.66,3.6,Canindé,não cactus
4533,CE,2302800,Canindé,23049006,Jose Bernardo Uchoa Esc Mul,Municipal,2015,,,,,Canindé,não cactus
4534,CE,2302800,Canindé,23049006,Jose Bernardo Uchoa Esc Mul,Municipal,2017,185.8,4.5,,,Canindé,não cactus
4535,CE,2302800,Canindé,23049006,Jose Bernardo Uchoa Esc Mul,Municipal,2019,,,,,Canindé,não cactus
4536,CE,2302800,Canindé,23049162,Otavio Facundo Esc Mul Dr,Municipal,2005,,,,,Canindé,não cactus
4537,CE,2302800,Canindé,23049162,Otavio Facundo Esc Mul Dr,Municipal,2007,,,,,Canindé,não cactus
4538,CE,2302800,Canindé,23049162,Otavio Facundo Esc Mul Dr,Municipal,2009,,,,,Canindé,não cactus
4539,CE,2302800,Canindé,23049162,Otavio Facundo Esc Mul Dr,Municipal,2011,162.89,3.0,,,Canindé,não cactus
4540,CE,2302800,Canindé,23049162,Otavio Facundo Esc Mul Dr,Municipal,2013,185.66,4.2,,,Canindé,não cactus
4541,CE,2302800,Canindé,23049162,Otavio Facundo Esc Mul Dr,Municipal,2015,200.31,4.1,,,Canindé,não cactus
4542,CE,2302800,Canindé,23049162,Otavio Facundo Esc Mul Dr,Municipal,2017,174.79,4.7,255.16,4.9,Canindé,não cactus
4543,CE,2302800,Canindé,23049162,Otavio Facundo Esc Mul Dr,Municipal,2019,,,253.78,5.0,Canindé,não cactus
4544,CE,2302800,Canindé,23049189,Paulo Esc Mul Sao,Municipal,2005,,,,,Canindé,não cactus
4545,CE,2302800,Canindé,23049189,Paulo Esc Mul Sao,Municipal,2007,,,,,Canindé,não cactus
4546,CE,2302800,Canindé,23049189,Paulo Esc Mul Sao,Municipal,2009,,,,,Canindé,não cactus
4547,CE,2302800,Canindé,23049189,Paulo Esc Mul Sao,Municipal,2011,,,,,Canindé,não cactus
4548,CE,2302800,Canindé,23049189,Paulo Esc Mul Sao,Municipal,2013,178.55,3.8,,,Canindé,não cactus
4549,CE,2302800,Canindé,23049189,Paulo Esc Mul Sao,Municipal,2015,229.95,5.1,,,Canindé,não cactus
4550,CE,2302800,Canindé,23049189,Paulo Esc Mul Sao,Municipal,2017,184.69,3.8,249.7,4.3,Canindé,não cactus
4551,CE,2302800,Canindé,23049189,Paulo Esc Mul Sao,Municipal,2019,208.82,4.8,,,Canindé,não cactus
4552,CE,2302800,Canindé,23181966,Pedro Alves Sampaio Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4553,CE,2302800,Canindé,23181966,Pedro Alves Sampaio Esc Mul,Municipal,2007,,,,,Canindé,não cactus
4554,CE,2302800,Canindé,23181966,Pedro Alves Sampaio Esc Mul,Municipal,2009,,,,,Canindé,não cactus
4555,CE,2302800,Canindé,23181966,Pedro Alves Sampaio Esc Mul,Municipal,2011,170.8,3.1,,,Canindé,não cactus
4556,CE,2302800,Canindé,23181966,Pedro Alves Sampaio Esc Mul,Municipal,2013,,,,,Canindé,não cactus
4557,CE,2302800,Canindé,23181966,Pedro Alves Sampaio Esc Mul,Municipal,2015,,,,,Canindé,não cactus
4558,CE,2302800,Canindé,23181966,Pedro Alves Sampaio Esc Mul,Municipal,2017,,,,,Canindé,não cactus
4559,CE,2302800,Canindé,23181966,Pedro Alves Sampaio Esc Mul,Municipal,2019,,,,,Canindé,não cactus
4560,CE,2302800,Canindé,23184949,Caic - Alfredo Coelho De Magalhaes,Municipal,2005,159.52,3.5,221.48,3.3,Canindé,não cactus
4561,CE,2302800,Canindé,23184949,Caic - Alfredo Coelho De Magalhaes,Municipal,2007,172.15,4.0,231.44,4.1,Canindé,não cactus
4562,CE,2302800,Canindé,23184949,Caic - Alfredo Coelho De Magalhaes,Municipal,2009,181.85,4.0,231.94,4.3,Canindé,não cactus
4563,CE,2302800,Canindé,23184949,Caic - Alfredo Coelho De Magalhaes,Municipal,2011,186.9,4.2,249.44,4.6,Canindé,não cactus
4564,CE,2302800,Canindé,23184949,Caic - Alfredo Coelho De Magalhaes,Municipal,2013,202.93,4.6,233.01,3.6,Canindé,não cactus
4565,CE,2302800,Canindé,23184949,Caic - Alfredo Coelho De Magalhaes,Municipal,2015,209.92,5.3,249.78,4.4,Canindé,não cactus
4566,CE,2302800,Canindé,23184949,Caic - Alfredo Coelho De Magalhaes,Municipal,2017,201.98,4.9,265.31,4.8,Canindé,não cactus
4567,CE,2302800,Canindé,23184949,Caic - Alfredo Coelho De Magalhaes,Municipal,2019,210.08,5.5,275.19,5.4,Canindé,não cactus
4568,CE,2302800,Canindé,23185023,Eef Senador Carlos Jereissati,Municipal,2005,159.58,3.3,219.73,2.8,Canindé,não cactus
4569,CE,2302800,Canindé,23185023,Eef Senador Carlos Jereissati,Municipal,2007,179.89,4.3,226.35,3.5,Canindé,não cactus
4570,CE,2302800,Canindé,23185023,Eef Senador Carlos Jereissati,Municipal,2009,196.18,4.5,225.34,3.8,Canindé,não cactus
4571,CE,2302800,Canindé,23185023,Eef Senador Carlos Jereissati,Municipal,2011,203.73,4.5,229.54,3.8,Canindé,não cactus
4572,CE,2302800,Canindé,23185023,Eef Senador Carlos Jereissati,Municipal,2013,223.22,5.0,244.54,3.8,Canindé,não cactus
4573,CE,2302800,Canindé,23185023,Eef Senador Carlos Jereissati,Municipal,2015,228.97,5.3,260.21,5.0,Canindé,não cactus
4574,CE,2302800,Canindé,23185023,Eef Senador Carlos Jereissati,Municipal,2017,222.93,4.6,260.05,4.9,Canindé,não cactus
4575,CE,2302800,Canindé,23185023,Eef Senador Carlos Jereissati,Municipal,2019,,,274.16,5.7,Canindé,não cactus
4576,CE,2302800,Canindé,23199253,Rita Esc Mul Santa,Municipal,2005,,,,,Canindé,não cactus
4577,CE,2302800,Canindé,23199253,Rita Esc Mul Santa,Municipal,2007,,,,,Canindé,não cactus
4578,CE,2302800,Canindé,23199253,Rita Esc Mul Santa,Municipal,2009,160.69,2.9,214.18,3.4,Canindé,não cactus
4579,CE,2302800,Canindé,23199253,Rita Esc Mul Santa,Municipal,2011,177.31,3.6,213.96,2.9,Canindé,não cactus
4580,CE,2302800,Canindé,23199253,Rita Esc Mul Santa,Municipal,2013,176.53,4.1,,,Canindé,não cactus
4581,CE,2302800,Canindé,23199253,Rita Esc Mul Santa,Municipal,2015,180.07,4.0,,,Canindé,não cactus
4582,CE,2302800,Canindé,23199253,Rita Esc Mul Santa,Municipal,2017,192.46,4.5,252.64,4.5,Canindé,não cactus
4583,CE,2302800,Canindé,23199253,Rita Esc Mul Santa,Municipal,2019,,,,,Canindé,não cactus
4584,CE,2302800,Canindé,23260866,Jose Pereira Rocha Esc Mul,Municipal,2005,,,,,Canindé,não cactus
4585,CE,2302800,Canindé,23260866,Jose Pereira Rocha Esc Mul,Municipal,2007,189.17,4.2,,,Canindé,não cactus
4586,CE,2302800,Canindé,23260866,Jose Pereira Rocha Esc Mul,Municipal,2009,196.88,4.4,,,Canindé,não cactus
4587,CE,2302800,Canindé,23260866,Jose Pereira Rocha Esc Mul,Municipal,2011,218.42,5.0,,,Canindé,não cactus
4588,CE,2302800,Canindé,23260866,Jose Pereira Rocha Esc Mul,Municipal,2013,198.75,4.6,,,Canindé,não cactus
4589,CE,2302800,Canindé,23260866,Jose Pereira Rocha Esc Mul,Municipal,2015,209.91,4.7,,,Canindé,não cactus
4590,CE,2302800,Canindé,23260866,Jose Pereira Rocha Esc Mul,Municipal,2017,,,,,Canindé,não cactus
4591,CE,2302800,Canindé,23260866,Jose Pereira Rocha Esc Mul,Municipal,2019,,,,,Canindé,não cactus
4592,CE,2302800,Canindé,23271930,Sao Francisco Escola Municipal De Ensino Fundamental,Municipal,2005,,,,,Canindé,não cactus
4593,CE,2302800,Canindé,23271930,Sao Francisco Escola Municipal De Ensino Fundamental,Municipal,2007,,,,,Canindé,não cactus
4594,CE,2302800,Canindé,23271930,Sao Francisco Escola Municipal De Ensino Fundamental,Municipal,2009,,,,,Canindé,não cactus
4595,CE,2302800,Canindé,23271930,Sao Francisco Escola Municipal De Ensino Fundamental,Municipal,2011,,,,,Canindé,não cactus
4596,CE,2302800,Canindé,23271930,Sao Francisco Escola Municipal De Ensino Fundamental,Municipal,2013,,,,,Canindé,não cactus
4597,CE,2302800,Canindé,23271930,Sao Francisco Escola Municipal De Ensino Fundamental,Municipal,2015,,,,,Canindé,não cactus
4598,CE,2302800,Canindé,23271930,Sao Francisco Escola Municipal De Ensino Fundamental,Municipal,2017,,,,,Canindé,não cactus
4599,CE,2302800,Canindé,23271930,Sao Francisco Escola Municipal De Ensino Fundamental,Municipal,2019,256.9,7.0,,,Canindé,não cactus
