id_escola,nome_escola,ano,nota_matematica,ideb,ID_DEPENDENCIA_ADM,ID_LOCALIZACAO,NIVEL_SOCIO_ECONOMICO,NU_MATRICULADOS_CENSO_9EF,reprovacao,carro,superior,porc_sexo_masc,porc_cor_prePar,cactus,ID_MUNICIPIO,ano_cactus
23269782,RAIMUNDO PEREIRA DO NASCIMENTO EMEF,2017,259.24,4.8,3,2,Grupo 1,43,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.5714285714285714,0.6,0,2306553,0
23269782,RAIMUNDO PEREIRA DO NASCIMENTO EMEF,2019,249.61,4.8,3,2,Nível II,30,0.20689655172413793,0.10344827586206896,0.034482758620689655,0.6333333333333333,0.5333333333333333,0,2306553,0
23269812,MUNDICO RIBEIRO EMEF,2013,229.52,3.9,3,1,Grupo 2,115,0.25925925925925924,0.12962962962962962,0.078125,0.5137614678899083,0.719626168224299,0,2306553,0
23269812,MUNDICO RIBEIRO EMEF,2015,247.21,4.9,3,1,Baixo,80,0.19047619047619047,0.10714285714285714,0.0759493670886076,0.4024390243902439,0.7228915662650602,0,2306553,0
23269812,MUNDICO RIBEIRO EMEF,2017,261.83,4.8,3,1,Grupo 2,132,0.056,0.15873015873015872,0.06451612903225806,0.544,0.7063492063492064,0,2306553,0
23269812,MUNDICO RIBEIRO EMEF,2019,266.37,4.9,3,1,Nível II,122,0.13761467889908258,0.21100917431192662,0.045871559633027525,0.5081967213114754,0.5245901639344263,0,2306553,0
23050047,ADELIDIA MAGNO DE OLIVEIRA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2013,226.08,3.7,3,1,Grupo 2,90,0.4024390243902439,0.14814814814814814,0.05333333333333334,0.40540540540540543,0.6140350877192983,0,2306603,0
23050047,ADELIDIA MAGNO DE OLIVEIRA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2015,280.06,4.7,3,1,Médio Baixo,85,NA,NA,NA,NA,NA,0,2306603,0
23050047,ADELIDIA MAGNO DE OLIVEIRA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2017,266.28,5.5,3,1,Grupo 2,67,0.037037037037037035,0.3584905660377358,0.1320754716981132,0.44,0.660377358490566,0,2306603,0
23050047,ADELIDIA MAGNO DE OLIVEIRA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2019,309.73,6.2,3,1,Nível III,60,0.3829787234042553,0.14893617021276595,0.02127659574468085,0.6166666666666667,0.7166666666666667,0,2306603,0
23050276,ANTONIO GOMES DE SOUSA ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2015,257.54,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2306603,0
23050276,ANTONIO GOMES DE SOUSA ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2017,260.03,5.1,3,2,NA,21,0.09523809523809523,0.23809523809523808,0,0.3333333333333333,0.8095238095238095,0,2306603,0
23050276,ANTONIO GOMES DE SOUSA ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2019,327.85,6.5,3,2,Nível III,30,0.2727272727272727,0.4090909090909091,0,0.6,0.8666666666666667,0,2306603,0
23050306,FLAVIO MARCILIO ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2017,255.56,5.2,3,2,NA,20,0.05263157894736842,0.10526315789473684,0,0.5263157894736842,0.7777777777777778,0,2306603,0
23050306,FLAVIO MARCILIO ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2019,270.59,5.7,3,2,Nível II,21,0.47058823529411764,0.17647058823529413,0,0.6666666666666666,0.9047619047619048,0,2306603,0
23050314,JOSE AUGUSTO DA SILVA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2013,234.2,4.4,3,2,Grupo 2,21,0.23809523809523808,0.2,0.09523809523809523,0.5714285714285714,NA,0,NA,0
23050322,JOSE PEREIRA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2013,226.29,3.6,3,1,Grupo 2,22,0.25,0.05263157894736842,0.05263157894736842,0.45,0.6842105263157895,0,2306603,0
23050322,JOSE PEREIRA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2015,228.2,3.9,3,1,Baixo,23,NA,NA,NA,NA,NA,0,2306603,0
23050322,JOSE PEREIRA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2017,246.51,4.9,3,1,Grupo 2,35,0.14285714285714285,0.037037037037037035,0,0.6666666666666666,0.48,0,2306603,0
23050322,JOSE PEREIRA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2019,284.38,6.2,3,1,Nível III,21,0,0.35294117647058826,0.23529411764705882,0.2857142857142857,1,0,2306603,0
23050403,EDUARDO BARBOSA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2013,227.5,3.2,3,1,Grupo 1,31,0.5384615384615384,0.11538461538461539,0.12,0.39285714285714285,0.7692307692307693,0,2306603,0
23050403,EDUARDO BARBOSA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2017,354.21,8,3,1,Grupo 1,27,0.043478260869565216,0.391304347826087,0.13636363636363635,0.5652173913043478,0.6521739130434783,0,2306603,0
23050403,EDUARDO BARBOSA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2019,370.19,7.9,3,1,Nível II,23,0.3125,0.25,0.0625,0.4782608695652174,0.6956521739130435,0,2306603,0
23050438,JOSE PEREIRA SOBRINHO ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2013,229.18,4.1,3,2,Grupo 2,22,0.42105263157894735,0,0.05263157894736842,0.6111111111111112,0.5789473684210527,0,NA,0
23050675,JOSE GERMANO FERREIRA ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2013,230.8,4,3,2,Grupo 2,28,0.42857142857142855,0.14285714285714285,0,0.391304347826087,0.6666666666666666,0,2306603,0
23050675,JOSE GERMANO FERREIRA ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2015,234.67,3.5,3,2,Baixo,35,0.1935483870967742,0.22580645161290322,0.06451612903225806,0.5666666666666667,0.7741935483870968,0,2306603,0
23050675,JOSE GERMANO FERREIRA ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2019,278.69,5.8,3,2,Nível III,25,0.45,0.2,0.1,0.68,0.8,0,2306603,0
23050691,JOSE PAULO DE SOUSA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2013,234.22,3.7,3,1,Grupo 3,124,0.25892857142857145,0.1834862385321101,0.0975609756097561,0.4594594594594595,0.7297297297297297,0,2306603,0
23050691,JOSE PAULO DE SOUSA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2015,230.6,4.2,3,1,Médio Baixo,155,NA,NA,NA,NA,NA,0,2306603,0
23050691,JOSE PAULO DE SOUSA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL,2017,259.91,5.4,3,1,Grupo 2,133,0.03669724770642202,0.22935779816513763,0.06481481481481481,0.37383177570093457,0.660377358490566,0,2306603,0
23050799,7 DE SETEMBRO ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2013,240.05,3.9,3,1,Grupo 2,34,0.56,0.13043478260869565,0.047619047619047616,0.3076923076923077,0.5769230769230769,0,2306603,0
23050799,7 DE SETEMBRO ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2015,283.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2306603,0
23050799,7 DE SETEMBRO ESCOLA MUNICIPAL DE ENSINO INFANTIL E FUNDAMENTAL,2019,305.7,6.7,3,1,Nível II,33,0.4230769230769231,0.2692307692307692,0.07692307692307693,0.4848484848484849,0.6060606060606061,0,2306603,0
23134143,CLAUDIO OLIVEIRA EMEF,2013,230.27,3.8,3,1,Grupo 2,39,0.5,0.1794871794871795,0.02631578947368421,0.5641025641025641,0.6666666666666666,0,2306702,0
23134143,CLAUDIO OLIVEIRA EMEF,2015,238.09,4.1,3,1,Médio Baixo,38,0.22580645161290322,0.25,0.0967741935483871,0.59375,0.59375,0,2306702,0
23134143,CLAUDIO OLIVEIRA EMEF,2017,233.24,3.8,3,1,Grupo 2,36,0.08571428571428572,0.2,0.029411764705882353,0.6857142857142857,0.48484848484848486,0,2306702,0
23134143,CLAUDIO OLIVEIRA EMEF,2019,272.15,4.8,3,1,Nível III,52,0.19148936170212766,0.2553191489361702,0.10638297872340426,0.5576923076923077,0.8076923076923077,0,2306702,0
23134828,MANOEL CARLOTO PINHEIRO EMEF,2013,235.57,3.4,3,1,Grupo 3,82,0.4155844155844156,0.1875,0.07142857142857142,0.4050632911392405,0.6349206349206349,0,2306702,0
23134828,MANOEL CARLOTO PINHEIRO EMEF,2015,258.08,4.5,3,1,Médio Baixo,65,0.21875,0.2,0.125,0.5076923076923077,0.6461538461538462,0,2306702,0
23134828,MANOEL CARLOTO PINHEIRO EMEF,2017,236.34,3.9,3,1,Grupo 2,54,0.07547169811320754,0.21153846153846154,0.057692307692307696,0.49056603773584906,0.6538461538461539,0,2306702,0
23134828,MANOEL CARLOTO PINHEIRO EMEF,2019,284.81,5.2,3,1,Nível III,64,0.21568627450980393,0.3333333333333333,0.09803921568627451,0.5,0.953125,0,2306702,0
23135000,MARIA BENILDE ARAUJO MELO PROFESSORA EMEIF,2013,238.48,4.3,3,2,Grupo 2,20,0.45454545454545453,0.22727272727272727,0,0.42857142857142855,0.5714285714285714,0,2306702,0
23135000,MARIA BENILDE ARAUJO MELO PROFESSORA EMEIF,2015,243.46,4.3,3,2,Baixo,29,0.25,0.5714285714285714,0.07142857142857142,0.5714285714285714,0.39285714285714285,0,2306702,0
23135000,MARIA BENILDE ARAUJO MELO PROFESSORA EMEIF,2017,241.26,4.3,3,2,Grupo 3,23,0.09523809523809523,0.14285714285714285,0,0.631578947368421,0.5238095238095238,0,2306702,0
23135000,MARIA BENILDE ARAUJO MELO PROFESSORA EMEIF,2019,245.55,4.3,3,2,Nível III,36,0.041666666666666664,0.4166666666666667,0.041666666666666664,0.4722222222222222,0.8611111111111112,0,2306702,0
23135077,URSULA FRANCISCA LOPES PROFESSORA EMEIF,2013,215.98,3.7,3,2,Grupo 2,28,0.4166666666666667,0.07142857142857142,0.07692307692307693,0.5357142857142857,0.6071428571428571,0,2306702,0
23135077,URSULA FRANCISCA LOPES PROFESSORA EMEIF,2017,251.15,4.8,3,2,NA,12,0.1,0,0,0.6666666666666666,0.3333333333333333,0,2306702,0
23135077,URSULA FRANCISCA LOPES PROFESSORA EMEIF,2019,273.4,5.4,3,2,Nível III,22,0.3,0.3,0.1,0.5454545454545454,0.7272727272727273,0,2306702,0
23210605,MARIA DORACI DE LIMA EMEIF,2017,228.14,4.3,3,2,NA,29,0.038461538461538464,0.25925925925925924,0.037037037037037035,0.4444444444444444,0.7037037037037037,0,2306702,0
23210605,MARIA DORACI DE LIMA EMEIF,2019,238.64,4.6,3,2,Nível III,16,0.25,0.4375,0,0.6875,0.8125,0,2306702,0
23223707,SAO JOSE EMEIF,2017,243.29,4.7,3,2,NA,12,0.09090909090909091,0.08333333333333333,0,0.5,0.9166666666666666,0,2306702,0
23229810,FRANCISCO DEUSDETE PINHEIRO EMEIF,2013,219.99,3.7,3,2,Grupo 2,22,0.4,0.09523809523809523,0.3,0.65,0.85,0,NA,0
23241128,RAIMUNDA GRACILENE DA SILVA PROFESSORA EMEF,2015,220,3.9,3,1,NA,20,0.5,0.05263157894736842,0,0.2631578947368421,0.6666666666666666,0,2306702,0
23241128,RAIMUNDA GRACILENE DA SILVA PROFESSORA EMEF,2017,261.37,3.9,3,1,Grupo 1,13,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.5384615384615384,0.5,0,2306702,0
23241128,RAIMUNDA GRACILENE DA SILVA PROFESSORA EMEF,2019,260.85,4.5,3,1,Nível III,27,0.20833333333333334,0.25,0,0.4814814814814815,0.8148148148148148,0,2306702,0
23242779,29 DE AGOSTO MARIA ELIELZA PINHEIRO GUERRA PROFESSORA EMEIF,2015,287.15,5.8,3,1,Médio Alto,22,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.47619047619047616,0,2306702,0
23242779,29 DE AGOSTO MARIA ELIELZA PINHEIRO GUERRA PROFESSORA EMEIF,2017,286.23,6.2,3,1,Grupo 3,20,0,0.6111111111111112,0.47058823529411764,0.2777777777777778,0.5625,0,2306702,0
23242779,29 DE AGOSTO MARIA ELIELZA PINHEIRO GUERRA PROFESSORA EMEIF,2019,303.22,6.4,3,1,Nível IV,33,0.06451612903225806,0.45161290322580644,0.2903225806451613,0.5454545454545454,0.9393939393939394,0,2306702,0
23135255,DEODATO CELSO DIOGENES ESC MUL,2017,232.53,4.2,3,2,NA,18,0,0.2777777777777778,0.125,0.5294117647058824,0.6111111111111112,0,NA,0
23135352,HUMBERTO DE ALENCAR CASTELO BRANCO EMEF,2013,232.13,3.5,3,1,Grupo 4,111,0.41414141414141414,0.2647058823529412,0.125,0.5454545454545454,0.5853658536585366,0,2306801,0
23135352,HUMBERTO DE ALENCAR CASTELO BRANCO EMEF,2015,241.19,3.4,3,1,Médio,120,0.3761467889908257,0.3669724770642202,0.102803738317757,0.4672897196261682,0.6181818181818182,0,2306801,0
23135352,HUMBERTO DE ALENCAR CASTELO BRANCO EMEF,2017,256.33,4.7,3,1,Grupo 3,122,0.09243697478991597,0.4146341463414634,0.15384615384615385,0.512396694214876,0.7131147540983607,0,2306801,0
23135352,HUMBERTO DE ALENCAR CASTELO BRANCO EMEF,2019,269.9,4.8,3,1,Nível IV,123,0.22033898305084745,0.3728813559322034,0.1864406779661017,0.3902439024390244,0.6910569105691057,0,2306801,0
23135646,ONZE DE AGOSTO ESC MUL,2013,242.68,4.3,3,2,Grupo 2,21,0.2777777777777778,0.2631578947368421,0,0.38461538461538464,0,0,NA,0
23461756,FENELON BEZERRA ESCOLA MUNICIPAL,2017,221.54,4.2,3,2,NA,11,0,0.3,0.2,0.6,0.7,0,2306801,0
23461756,FENELON BEZERRA ESCOLA MUNICIPAL,2019,253.73,4.6,3,2,Nível III,13,0.15384615384615385,0.3076923076923077,0,0.6153846153846154,0.8461538461538461,0,2306801,0
23136030,PAULO VAGNER TEIXEIRA GUEDES EEF,2013,243.3,4.6,3,1,Grupo 3,92,0.39285714285714285,0.11764705882352941,0.12,0.5285714285714286,0.5689655172413793,0,2306900,0
23136030,PAULO VAGNER TEIXEIRA GUEDES EEF,2015,251.57,4.8,3,1,Médio Baixo,81,0.3108108108108108,0.24324324324324326,0.05405405405405406,0.4864864864864865,0.7297297297297297,0,2306900,0
23136030,PAULO VAGNER TEIXEIRA GUEDES EEF,2017,245.04,4.7,3,1,Grupo 2,111,0.07476635514018691,0.3055555555555556,0.06542056074766354,0.5596330275229358,0.6697247706422018,0,2306900,0
23136030,PAULO VAGNER TEIXEIRA GUEDES EEF,2019,262.16,5.3,3,1,Nível III,112,0.16494845360824742,0.24742268041237114,0.10309278350515463,0.4642857142857143,0.7767857142857143,0,2306900,0
23136359,LUIZA TAVORA EEIEF,2013,247.5,4,3,1,Grupo 3,42,0.375,0.14634146341463414,0.025,0.6,0.8148148148148148,0,2306900,0
23136359,LUIZA TAVORA EEIEF,2015,272.08,5,3,1,Médio Baixo,28,0.13793103448275862,0.10714285714285714,0.03571428571428571,0.7037037037037037,0.7142857142857143,0,2306900,0
23136464,JOSE DE ALENCAR EEIEF,2017,247.85,5,3,2,NA,12,0.1,0.16666666666666666,0.1,0.5833333333333334,0.25,0,2306900,0
23136901,MANOEL COSTA MORAIS EEIEF CERU,2015,253.34,4,3,1,Médio Baixo,41,0.5128205128205128,0.23076923076923078,0.07692307692307693,0.38461538461538464,0.6410256410256411,0,NA,0
23137045,ANTONIO RAIMUNDO DA PAZ EEIEF,2013,233.87,4.1,3,2,Grupo 2,20,0.6666666666666666,0.11764705882352941,0,0.6153846153846154,1,0,2306900,0
23137045,ANTONIO RAIMUNDO DA PAZ EEIEF,2015,255.53,4.5,3,2,Médio Baixo,21,0.5,0.2,0.05,0.35,0.9,0,2306900,0
23137045,ANTONIO RAIMUNDO DA PAZ EEIEF,2017,262.42,4.9,3,2,Grupo 2,19,0,0,0,0.3333333333333333,0.8125,0,2306900,0
23137045,ANTONIO RAIMUNDO DA PAZ EEIEF,2019,278.32,5.2,3,2,Nível III,23,0.2631578947368421,0.21052631578947367,0.05263157894736842,0.6086956521739131,0.6521739130434783,0,2306900,0
23137304,ULISSES PARANHOS MAIA EEIEF,2013,251.15,4.5,3,1,Grupo 3,69,0.36666666666666664,0.10344827586206896,0.041666666666666664,0.625,0.5869565217391305,0,2306900,0
23137304,ULISSES PARANHOS MAIA EEIEF,2015,263.83,4.9,3,1,Médio Baixo,57,0.3469387755102041,0.37254901960784315,0.1836734693877551,0.6415094339622641,0.5094339622641509,0,2306900,0
23137304,ULISSES PARANHOS MAIA EEIEF,2017,261.4,5.2,3,1,Grupo 3,51,0.0625,0.37254901960784315,0.0625,0.46,0.5686274509803921,0,2306900,0
23137304,ULISSES PARANHOS MAIA EEIEF,2019,276.65,5.3,3,1,Nível III,61,0.11538461538461539,0.28846153846153844,0.09615384615384616,0.4754098360655737,0.8524590163934426,0,2306900,0
23206519,MARIA ENEIDA PEIXOTO SOARES EEIEF,2013,248.87,4.5,3,1,Grupo 3,63,0.23333333333333334,0.1864406779661017,0.11864406779661017,0.4406779661016949,0.6379310344827587,0,2306900,0
23206519,MARIA ENEIDA PEIXOTO SOARES EEIEF,2015,248.15,4.3,3,1,Médio Baixo,43,0.40540540540540543,0.225,0.1,0.5,0.6,0,2306900,0
23206519,MARIA ENEIDA PEIXOTO SOARES EEIEF,2017,259.27,5.1,3,1,Grupo 2,64,0.04918032786885246,0.24193548387096775,0.06666666666666667,0.4426229508196721,0.6129032258064516,0,2306900,0
23206519,MARIA ENEIDA PEIXOTO SOARES EEIEF,2019,247.07,4.8,3,1,Nível III,57,0.24,0.46,0.06,0.5789473684210527,0.631578947368421,0,2306900,0
23264241,ALICE DIOGENES PINHEIRO EEF,2013,251.68,4.1,3,1,Grupo 3,91,0.41304347826086957,0.20212765957446807,0.07526881720430108,0.3956043956043956,0.7311827956989247,0,2306900,0
23264241,ALICE DIOGENES PINHEIRO EEF,2015,250.04,4.8,3,1,Médio Baixo,112,0.44036697247706424,0.26605504587155965,0.08333333333333333,0.5,0.7102803738317757,0,2306900,0
23264241,ALICE DIOGENES PINHEIRO EEF,2017,257.51,5.2,3,1,Grupo 3,123,0.008403361344537815,0.4262295081967213,0.14285714285714285,0.4793388429752066,0.6166666666666667,0,2306900,0
23264241,ALICE DIOGENES PINHEIRO EEF,2019,262.06,5.5,3,1,Nível IV,109,0.2391304347826087,0.33695652173913043,0.07608695652173914,0.5504587155963303,0.7339449541284404,0,2306900,0
23264276,PROFESSOR GUTENBERG BARBOSA SILVA EEF,2013,255.44,4.6,3,1,Grupo 2,95,0.43820224719101125,0.23595505617977527,0.02247191011235955,0.5116279069767442,0.6222222222222222,0,2306900,0
23264276,PROFESSOR GUTENBERG BARBOSA SILVA EEF,2015,255.84,4.7,3,1,Médio Baixo,81,0.3466666666666667,0.14473684210526316,0.09333333333333334,0.5657894736842105,0.7236842105263158,0,2306900,0
23264276,PROFESSOR GUTENBERG BARBOSA SILVA EEF,2017,273.6,5.5,3,1,Grupo 2,104,0.02040816326530612,0.37755102040816324,0.10416666666666667,0.47959183673469385,0.71875,0,2306900,0
23264276,PROFESSOR GUTENBERG BARBOSA SILVA EEF,2019,272.85,5.5,3,1,Nível III,97,0.21686746987951808,0.40963855421686746,0.13253012048192772,0.4742268041237113,0.7938144329896907,0,2306900,0
23264349,MARIA AUREA MENEZES GOMES GONCALVES EEIEF,2017,276.64,5.5,3,1,NA,23,0,0.17391304347826086,0.043478260869565216,0.391304347826087,0.5909090909090909,0,2306900,0
23264349,MARIA AUREA MENEZES GOMES GONCALVES EEIEF,2019,265.32,5.4,3,1,Nível III,32,0.3548387096774194,0.4838709677419355,0.03225806451612903,0.53125,0.59375,0,2306900,0
23127180,FRANCISCO JAGUARIBE EEF,2015,249.08,4.7,3,1,Baixo,28,0.35714285714285715,0.14285714285714285,0,0.39285714285714285,0.8214285714285714,0,2307007,0
23127180,FRANCISCO JAGUARIBE EEF,2017,271.26,4.7,3,1,Grupo 1,27,0.18518518518518517,0.14814814814814814,0,0.3076923076923077,0.6296296296296297,0,2307007,0
23127180,FRANCISCO JAGUARIBE EEF,2019,279.25,4.7,3,1,Nível II,10,0.3,0.4,0,0.8,0.6,0,2307007,0
23127198,FRANCISCO VENANCIO DA SILVA E E F,2015,245.88,4.2,3,2,NA,30,0.2692307692307692,0.14814814814814814,0,0.5,0.7037037037037037,0,2307007,0
23127198,FRANCISCO VENANCIO DA SILVA E E F,2017,248.16,4.8,3,2,Grupo 1,18,0,0.11764705882352941,0,0.5882352941176471,0.6875,0,2307007,0
23127201,GERARDO CORREIA LIMA EEF,2013,243.57,4.4,3,1,Grupo 3,170,0.32515337423312884,0.1875,0.11627906976744186,0.4246575342465753,0.6056338028169014,0,2307007,0
23127201,GERARDO CORREIA LIMA EEF,2015,258.1,5,3,1,Médio Baixo,172,0.38095238095238093,0.16470588235294117,0.08536585365853659,0.5240963855421686,0.6823529411764706,0,2307007,0
23127201,GERARDO CORREIA LIMA EEF,2017,258.24,5,3,1,Grupo 2,167,0.04938271604938271,0.45962732919254656,0.12258064516129032,0.49044585987261147,0.6538461538461539,0,2307007,0
23127201,GERARDO CORREIA LIMA EEF,2019,278.28,5.5,3,1,Nível III,114,0.1588785046728972,0.2803738317757009,0.06542056074766354,0.456140350877193,0.5964912280701754,0,2307007,0
23127287,JOAQUIM VENANCIO EEF,2017,230.64,4.3,3,2,NA,37,0.08571428571428572,0.2571428571428571,0.09090909090909091,0.6285714285714286,0.6571428571428571,0,2307007,0
23127287,JOAQUIM VENANCIO EEF,2019,247.2,4.8,3,2,Nível III,30,0.14814814814814814,0.2222222222222222,0.037037037037037035,0.5333333333333333,0.7666666666666667,0,2307007,0
23127368,JOSE SIMOES FILHO EEF DR,2017,241.32,4,3,2,NA,15,0.2,0.15384615384615385,0,0.38461538461538464,0.46153846153846156,0,2307007,0
23127368,JOSE SIMOES FILHO EEF DR,2019,274.9,4.7,3,2,Nível III,24,0.13043478260869565,0.08695652173913043,0,0.3333333333333333,0.5,0,2307007,0
23127384,NOSSA SRA DO LIVRAMENTO EEF,2013,206.16,2.1,3,2,Grupo 3,26,0.5789473684210527,0.391304347826087,0,0.43478260869565216,0.4090909090909091,0,2307007,0
23127384,NOSSA SRA DO LIVRAMENTO EEF,2017,218.29,3.5,3,2,NA,24,0.09090909090909091,0.13636363636363635,0,0.6666666666666666,0.7272727272727273,0,2307007,0
23127384,NOSSA SRA DO LIVRAMENTO EEF,2019,236.61,3.9,3,2,Nível III,19,0.25,0.25,0,0.631578947368421,0.6842105263157895,0,2307007,0
23127503,RAIMUNDO FARIAS E E F,2015,241.72,4.5,3,2,Médio Baixo,23,0.3333333333333333,0.14285714285714285,0,0.5,0.75,0,2307007,0
23127503,RAIMUNDO FARIAS E E F,2017,267.06,5.3,3,2,Grupo 2,17,0,0.21052631578947367,0,0.631578947368421,0.7222222222222222,0,2307007,0
23127503,RAIMUNDO FARIAS E E F,2019,254.83,4.8,3,2,Nível III,18,0.1875,0.3125,0,0.4444444444444444,0.5555555555555556,0,2307007,0
23127520,RAIMUNDO SALES FACANHA EEF,2017,251.73,4.9,3,2,NA,23,0.05555555555555555,0.3,0.0625,0.75,0.3,0,2307007,0
23127589,TOMAZ BARBOSA EEF,2013,221.47,3.5,3,1,Grupo 2,43,0.40540540540540543,0.10810810810810811,0,0.4117647058823529,0.7,0,2307007,0
23127589,TOMAZ BARBOSA EEF,2015,247.97,4.9,3,1,Baixo,37,0.19444444444444445,0.1388888888888889,0.05555555555555555,0.47368421052631576,0.6756756756756757,0,2307007,0
23127589,TOMAZ BARBOSA EEF,2017,225.45,4.2,3,1,Grupo 2,29,0.047619047619047616,0.13636363636363635,0,0.5652173913043478,0.7272727272727273,0,2307007,0
23127589,TOMAZ BARBOSA EEF,2019,269.81,5.5,3,1,Nível III,29,0.04,0.16,0.04,0.6896551724137931,0.4482758620689655,0,2307007,0
23127708,JOAO RODRIGUES MAIA EEF,2013,238.84,4.3,3,1,Grupo 3,24,0.23809523809523808,0.18181818181818182,0.14285714285714285,0.45454545454545453,0.5,0,2307007,0
23127708,JOAO RODRIGUES MAIA EEF,2015,247.01,4.6,3,1,Médio Baixo,21,0.13636363636363635,0.18181818181818182,0.045454545454545456,0.7272727272727273,0.5454545454545454,0,2307007,0
23127708,JOAO RODRIGUES MAIA EEF,2017,236.28,4.2,3,1,Grupo 2,32,0.07407407407407407,0.27586206896551724,0.037037037037037035,0.6428571428571429,0.8518518518518519,0,2307007,0
23127708,JOAO RODRIGUES MAIA EEF,2019,280.29,5.5,3,1,Nível III,31,0.10344827586206896,0.20689655172413793,0.06896551724137931,0.5161290322580645,0.4838709677419355,0,2307007,0
23221313,MONSENHOR ALUISIO DE CASTRO FILGUEIRAS - EEF,2013,251.02,3.1,3,1,Grupo 2,35,0.2,0.058823529411764705,0,0.5588235294117647,0.6176470588235294,0,2307007,0
23221313,MONSENHOR ALUISIO DE CASTRO FILGUEIRAS - EEF,2017,241.74,4.2,3,1,Grupo 2,36,0.06451612903225806,0.2727272727272727,0.0967741935483871,0.625,0.6875,0,2307007,0
23221313,MONSENHOR ALUISIO DE CASTRO FILGUEIRAS - EEF,2019,271.67,5,3,1,Nível III,35,0.18181818181818182,0.12121212121212122,0.06060606060606061,0.3714285714285714,0.6857142857142857,0,2307007,0
23164069,AGOSTINHO FELIX DE FIGUEIREDO E E I E F,2015,246.97,4.2,3,2,Médio Baixo,24,0.21739130434782608,0.4583333333333333,0.041666666666666664,0.5833333333333334,0.6666666666666666,0,2307106,0
23164069,AGOSTINHO FELIX DE FIGUEIREDO E E I E F,2017,238.61,4.1,3,2,Grupo 2,38,0.05555555555555555,0.2222222222222222,0.02857142857142857,0.3235294117647059,0.8333333333333334,0,2307106,0
23164069,AGOSTINHO FELIX DE FIGUEIREDO E E I E F,2019,252.38,4.8,3,2,Nível III,19,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.4736842105263158,0.9473684210526315,0,2307106,0
23164077,MONSENHOR ALCANTARA E E I E F,2013,234.99,4.1,3,1,Grupo 2,20,0.7058823529411765,0.15789473684210525,0.125,0.631578947368421,0.625,0,2307106,0
23164077,MONSENHOR ALCANTARA E E I E F,2015,259.09,4.9,3,1,Baixo,26,0.25,0.21739130434782608,0.05,0.21739130434782608,0.75,0,2307106,0
23164077,MONSENHOR ALCANTARA E E I E F,2017,251.54,4.7,3,1,Grupo 2,26,0.038461538461538464,0.2692307692307692,0.11538461538461539,0.48,0.6923076923076923,0,2307106,0
23164077,MONSENHOR ALCANTARA E E I E F,2019,250.66,4.8,3,1,Nível III,31,0.2962962962962963,0.37037037037037035,0.14814814814814814,0.5483870967741935,0.6774193548387096,0,2307106,0
23164123,ANTONIO DE SA RORIZ E E F,2017,250.9,4.4,3,2,Grupo 3,16,0.06666666666666667,0.26666666666666666,0,0.4666666666666667,0.4,0,2307106,0
23164182,ANTONIO SANTO E E I E F,2013,245.93,4.5,3,2,Grupo 2,41,0.6410256410256411,0.28205128205128205,0.02631578947368421,0.5789473684210527,0.8378378378378378,0,2307106,0
23164182,ANTONIO SANTO E E I E F,2015,241.81,4.4,3,2,Médio Baixo,35,0.3448275862068966,0.16666666666666666,0,0.5,0.7586206896551724,0,2307106,0
